ActiveIngredient_list,ingredient_token_order,fda_ingredient_token_raw,fda_token_norm,fda_token_root_norm,dea_scheduled_substance_names,dea_scheduled_candidate_names,dea_scheduled_current_schedules,dea_scheduled_drug_codes,dea_list_i_substance_names,dea_list_i_candidate_names,dea_list_i_drug_codes,dea_source_name_count,dea_scheduled_candidate_count,dea_list_i_candidate_count,dea_candidate_type_summary,dea_stage_label,dea_confident_match_flag,dea_list_i_only_flag,dea_match_method,dea_possible_candidate_substance_names,dea_possible_candidate_names,dea_possible_candidate_schedules,dea_possible_candidate_drug_codes,dea_possible_candidate_count,dea_possible_match_method
"CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM SULFATE; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",2,DEXTROSE,DEXTROSE,DEXTROSE,,,,,,,,,,,,,,,,,,,,,
"CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM SULFATE; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",3,MAGNESIUM SULFATE,MAGNESIUM SULFATE,MAGNESIUM SULFATE,,,,,,,,,,,,,,,,,,,,,
"CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM SULFATE; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",4,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,,,,,,,,,,,,,,,,,,,,,
"CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM SULFATE; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",5,SODIUM BICARBONATE,SODIUM BICARBONATE,SODIUM BICARBONATE,,,,,,,,,,,,,,,,,,,,,
"CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM SULFATE; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",6,SODIUM CHLORIDE,SODIUM CHLORIDE,SODIUM CHLORIDE,,,,,,,,,,,,,,,,,,,,,
"CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM SULFATE; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",7,"SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",SODIUM PHOSPHATE DIBASIC HEPTAHYDRATE,SODIUM PHOSPHATE DIBASIC HEPTAHYDRATE,,,,,,,,,,,,,,,,,,,,,
CALCIUM CHLORIDE; DEXTROSE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE,1,CALCIUM CHLORIDE,CALCIUM CHLORIDE,CALCIUM CHLORIDE,,,,,,,,,,,,,,,,,,,,,
CALCIUM CHLORIDE; DEXTROSE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE,2,DEXTROSE,DEXTROSE,DEXTROSE,,,,,,,,,,,,,,,,,,,,,
CALCIUM CHLORIDE; DEXTROSE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE,3,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,,,,,,,,,,,,,,,,,,,,,
CALCIUM CHLORIDE; DEXTROSE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE,4,SODIUM ACETATE,SODIUM ACETATE,SODIUM ACETATE,,,,,,,,,,,,,,,,,,,,,
CALCIUM CHLORIDE; DEXTROSE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE,5,SODIUM CHLORIDE,SODIUM CHLORIDE,SODIUM CHLORIDE,,,,,,,,,,,,,,,,,,,,,
CALCIUM CHLORIDE; DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,1,CALCIUM CHLORIDE,CALCIUM CHLORIDE,CALCIUM CHLORIDE,,,,,,,,,,,,,,,,,,,,,
CALCIUM CHLORIDE; DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,2,DEXTROSE,DEXTROSE,DEXTROSE,,,,,,,,,,,,,,,,,,,,,
CALCIUM CHLORIDE; DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,3,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,,,,,,,,,,,,,,,,,,,,,
CALCIUM CHLORIDE; DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,4,SODIUM CHLORIDE,SODIUM CHLORIDE,SODIUM CHLORIDE,,,,,,,,,,,,,,,,,,,,,
CALCIUM CHLORIDE; DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE,1,CALCIUM CHLORIDE,CALCIUM CHLORIDE,CALCIUM CHLORIDE,,,,,,,,,,,,,,,,,,,,,
CALCIUM CHLORIDE; DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE,2,DEXTROSE,DEXTROSE,DEXTROSE,,,,,,,,,,,,,,,,,,,,,
CALCIUM CHLORIDE; DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE,3,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,,,,,,,,,,,,,,,,,,,,,
CALCIUM CHLORIDE; DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE,4,SODIUM CHLORIDE,SODIUM CHLORIDE,SODIUM CHLORIDE,,,,,,,,,,,,,,,,,,,,,
CALCIUM CHLORIDE; DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE,5,SODIUM LACTATE,SODIUM LACTATE,SODIUM LACTATE,,,,,,,,,,,,,,,,,,,,,
CALCIUM CHLORIDE; DEXTROSE; SODIUM CHLORIDE; SODIUM LACTATE,1,CALCIUM CHLORIDE,CALCIUM CHLORIDE,CALCIUM CHLORIDE,,,,,,,,,,,,,,,,,,,,,
CALCIUM CHLORIDE; DEXTROSE; SODIUM CHLORIDE; SODIUM LACTATE,2,DEXTROSE,DEXTROSE,DEXTROSE,,,,,,,,,,,,,,,,,,,,,
CALCIUM CHLORIDE; DEXTROSE; SODIUM CHLORIDE; SODIUM LACTATE,3,SODIUM CHLORIDE,SODIUM CHLORIDE,SODIUM CHLORIDE,,,,,,,,,,,,,,,,,,,,,
CALCIUM CHLORIDE; DEXTROSE; SODIUM CHLORIDE; SODIUM LACTATE,4,SODIUM LACTATE,SODIUM LACTATE,SODIUM LACTATE,,,,,,,,,,,,,,,,,,,,,
CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE,1,CALCIUM CHLORIDE,CALCIUM CHLORIDE,CALCIUM CHLORIDE,,,,,,,,,,,,,,,,,,,,,
CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE,2,MAGNESIUM CHLORIDE,MAGNESIUM CHLORIDE,MAGNESIUM CHLORIDE,,,,,,,,,,,,,,,,,,,,,
CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE,3,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,,,,,,,,,,,,,,,,,,,,,
CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE,4,SODIUM ACETATE,SODIUM ACETATE,SODIUM ACETATE,,,,,,,,,,,,,,,,,,,,,
CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE,5,SODIUM CHLORIDE,SODIUM CHLORIDE,SODIUM CHLORIDE,,,,,,,,,,,,,,,,,,,,,
CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE; SODIUM CITRATE,1,CALCIUM CHLORIDE,CALCIUM CHLORIDE,CALCIUM CHLORIDE,,,,,,,,,,,,,,,,,,,,,
CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE; SODIUM CITRATE,2,MAGNESIUM CHLORIDE,MAGNESIUM CHLORIDE,MAGNESIUM CHLORIDE,,,,,,,,,,,,,,,,,,,,,
CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE; SODIUM CITRATE,3,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,,,,,,,,,,,,,,,,,,,,,
CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE; SODIUM CITRATE,4,SODIUM ACETATE,SODIUM ACETATE,SODIUM ACETATE,,,,,,,,,,,,,,,,,,,,,
CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE; SODIUM CITRATE,5,SODIUM CHLORIDE,SODIUM CHLORIDE,SODIUM CHLORIDE,,,,,,,,,,,,,,,,,,,,,
CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE; SODIUM CITRATE,6,SODIUM CITRATE,SODIUM CITRATE,SODIUM CITRATE,,,,,,,,,,,,,,,,,,,,,
CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE; SODIUM LACTATE,1,CALCIUM CHLORIDE,CALCIUM CHLORIDE,CALCIUM CHLORIDE,,,,,,,,,,,,,,,,,,,,,
CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE; SODIUM LACTATE,2,MAGNESIUM CHLORIDE,MAGNESIUM CHLORIDE,MAGNESIUM CHLORIDE,,,,,,,,,,,,,,,,,,,,,
CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE; SODIUM LACTATE,3,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,,,,,,,,,,,,,,,,,,,,,
CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE; SODIUM LACTATE,4,SODIUM ACETATE,SODIUM ACETATE,SODIUM ACETATE,,,,,,,,,,,,,,,,,,,,,
CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE; SODIUM LACTATE,5,SODIUM CHLORIDE,SODIUM CHLORIDE,SODIUM CHLORIDE,,,,,,,,,,,,,,,,,,,,,
CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE; SODIUM LACTATE,6,SODIUM LACTATE,SODIUM LACTATE,SODIUM LACTATE,,,,,,,,,,,,,,,,,,,,,
CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM PHOSPHATE,1,CALCIUM CHLORIDE,CALCIUM CHLORIDE,CALCIUM CHLORIDE,,,,,,,,,,,,,,,,,,,,,
CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM PHOSPHATE,2,MAGNESIUM CHLORIDE,MAGNESIUM CHLORIDE,MAGNESIUM CHLORIDE,,,,,,,,,,,,,,,,,,,,,
CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM PHOSPHATE,3,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,,,,,,,,,,,,,,,,,,,,,
CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM PHOSPHATE,4,SODIUM BICARBONATE,SODIUM BICARBONATE,SODIUM BICARBONATE,,,,,,,,,,,,,,,,,,,,,
CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM PHOSPHATE,5,SODIUM CHLORIDE,SODIUM CHLORIDE,SODIUM CHLORIDE,,,,,,,,,,,,,,,,,,,,,
CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM PHOSPHATE,6,SODIUM PHOSPHATE,SODIUM PHOSPHATE,SODIUM PHOSPHATE,,,,,,,,,,,,,,,,,,,,,
CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,1,CALCIUM CHLORIDE,CALCIUM CHLORIDE,CALCIUM CHLORIDE,,,,,,,,,,,,,,,,,,,,,
CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,2,MAGNESIUM CHLORIDE,MAGNESIUM CHLORIDE,MAGNESIUM CHLORIDE,,,,,,,,,,,,,,,,,,,,,
CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,3,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,,,,,,,,,,,,,,,,,,,,,
CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,4,SODIUM CHLORIDE,SODIUM CHLORIDE,SODIUM CHLORIDE,,,,,,,,,,,,,,,,,,,,,
CALCIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE,1,CALCIUM CHLORIDE,CALCIUM CHLORIDE,CALCIUM CHLORIDE,,,,,,,,,,,,,,,,,,,,,
CALCIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE,2,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,,,,,,,,,,,,,,,,,,,,,
CALCIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE,3,SODIUM ACETATE,SODIUM ACETATE,SODIUM ACETATE,,,,,,,,,,,,,,,,,,,,,
CALCIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE,4,SODIUM CHLORIDE,SODIUM CHLORIDE,SODIUM CHLORIDE,,,,,,,,,,,,,,,,,,,,,
CALCIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,1,CALCIUM CHLORIDE,CALCIUM CHLORIDE,CALCIUM CHLORIDE,,,,,,,,,,,,,,,,,,,,,
CALCIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,2,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,,,,,,,,,,,,,,,,,,,,,
CALCIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,3,SODIUM CHLORIDE,SODIUM CHLORIDE,SODIUM CHLORIDE,,,,,,,,,,,,,,,,,,,,,
CALCIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE,1,CALCIUM CHLORIDE,CALCIUM CHLORIDE,CALCIUM CHLORIDE,,,,,,,,,,,,,,,,,,,,,
CALCIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE,2,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,,,,,,,,,,,,,,,,,,,,,
CALCIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE,3,SODIUM CHLORIDE,SODIUM CHLORIDE,SODIUM CHLORIDE,,,,,,,,,,,,,,,,,,,,,
CALCIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE,4,SODIUM LACTATE,SODIUM LACTATE,SODIUM LACTATE,,,,,,,,,,,,,,,,,,,,,
CALCIUM GLUCEPTATE,1,CALCIUM GLUCEPTATE,CALCIUM GLUCEPTATE,CALCIUM GLUCEPTATE,,,,,,,,,,,,,,,,,,,,,
CALCIUM GLUCONATE,1,CALCIUM GLUCONATE,CALCIUM GLUCONATE,CALCIUM GLUCONATE,,,,,,,,,,,,,,,,,,,,,
CALCIUM METRIZOATE; MEGLUMINE METRIZOATE; METRIZOATE MAGNESIUM; METRIZOATE SODIUM,1,CALCIUM METRIZOATE,CALCIUM METRIZOATE,CALCIUM METRIZOATE,,,,,,,,,,,,,,,,,,,,,
CALCIUM METRIZOATE; MEGLUMINE METRIZOATE; METRIZOATE MAGNESIUM; METRIZOATE SODIUM,2,MEGLUMINE METRIZOATE,MEGLUMINE METRIZOATE,MEGLUMINE METRIZOATE,,,,,,,,,,,,,,,,,,,,,
CALCIUM METRIZOATE; MEGLUMINE METRIZOATE; METRIZOATE MAGNESIUM; METRIZOATE SODIUM,3,METRIZOATE MAGNESIUM,METRIZOATE MAGNESIUM,METRIZOATE,,,,,,,,,,,,,,,,,,,,,
CALCIUM METRIZOATE; MEGLUMINE METRIZOATE; METRIZOATE MAGNESIUM; METRIZOATE SODIUM,4,METRIZOATE SODIUM,METRIZOATE SODIUM,METRIZOATE,,,,,,,,,,,,,,,,,,,,,
CALCIUM OXYBATE; MAGNESIUM OXYBATE; POTASSIUM OXYBATE; SODIUM OXYBATE,1,CALCIUM OXYBATE,CALCIUM OXYBATE,CALCIUM OXYBATE,,,,,,,,,,,,,,,,,,,,,
CALCIUM OXYBATE; MAGNESIUM OXYBATE; POTASSIUM OXYBATE; SODIUM OXYBATE,2,MAGNESIUM OXYBATE,MAGNESIUM OXYBATE,MAGNESIUM OXYBATE,,,,,,,,,,,,,,,,,,,,,
CALCIUM OXYBATE; MAGNESIUM OXYBATE; POTASSIUM OXYBATE; SODIUM OXYBATE,3,POTASSIUM OXYBATE,POTASSIUM OXYBATE,POTASSIUM OXYBATE,,,,,,,,,,,,,,,,,,,,,
CALCIUM OXYBATE; MAGNESIUM OXYBATE; POTASSIUM OXYBATE; SODIUM OXYBATE,4,SODIUM OXYBATE,SODIUM OXYBATE,SODIUM OXYBATE,"gamma-Hydroxybutyric Acid, Sodium Oxybate (GHB)",SODIUM OXYBATE,I,2010,,,,1.0,1.0,0.0,alias_fragment,exact,True,False,exact_alias_fragment,,,,,,
CALCIUM; MEGLUMINE; METRIZOIC ACID,1,CALCIUM,CALCIUM,CALCIUM,,,,,,,,,,,,,,,,,,,,,
CALCIUM; MEGLUMINE; METRIZOIC ACID,2,MEGLUMINE,MEGLUMINE,MEGLUMINE,,,,,,,,,,,,,,,,,,,,,
CALCIUM; MEGLUMINE; METRIZOIC ACID,3,METRIZOIC ACID,METRIZOIC ACID,METRIZOIC ACID,,,,,,,,,,,,,,,,,,,,,
CALFACTANT,1,CALFACTANT,CALFACTANT,CALFACTANT,,,,,,,,,,,,,,,,,,,,,
CANAGLIFLOZIN,1,CANAGLIFLOZIN,CANAGLIFLOZIN,CANAGLIFLOZIN,,,,,,,,,,,,,,,,,,,,,
CANAGLIFLOZIN; METFORMIN HYDROCHLORIDE,1,CANAGLIFLOZIN,CANAGLIFLOZIN,CANAGLIFLOZIN,,,,,,,,,,,,,,,,,,,,,
CANAGLIFLOZIN; METFORMIN HYDROCHLORIDE,2,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,METFORMIN,,,,,,,,,,,,,,,,,,,,,
CANAGLIFLOZIN;METFORMIN HYDROCHLORIDE,1,CANAGLIFLOZIN,CANAGLIFLOZIN,CANAGLIFLOZIN,,,,,,,,,,,,,,,,,,,,,
CANAGLIFLOZIN;METFORMIN HYDROCHLORIDE,2,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,METFORMIN,,,,,,,,,,,,,,,,,,,,,
CANAKINUMAB,1,CANAKINUMAB,CANAKINUMAB,CANAKINUMAB,,,,,,,,,,,,,,,,,,,,,
CANDESARTAN CILEXETIL,1,CANDESARTAN CILEXETIL,CANDESARTAN CILEXETIL,CANDESARTAN CILEXETIL,,,,,,,,,,,,,,,,,,,,,
CANDESARTAN CILEXETIL; HYDROCHLOROTHIAZIDE,1,CANDESARTAN CILEXETIL,CANDESARTAN CILEXETIL,CANDESARTAN CILEXETIL,,,,,,,,,,,,,,,,,,,,,
CANDESARTAN CILEXETIL; HYDROCHLOROTHIAZIDE,2,HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,,,,,,,,,,,,,,,,,,,,,
CANGRELOR,1,CANGRELOR,CANGRELOR,CANGRELOR,,,,,,,,,,,,,,,,,,,,,
CANNABIDIOL,1,CANNABIDIOL,CANNABIDIOL,CANNABIDIOL,,,,,,,,,,,,,,,,,,,,,
CANTHARIDIN,1,CANTHARIDIN,CANTHARIDIN,CANTHARIDIN,,,,,,,,,,,,,,,,,,,,,
CAPECITABINE,1,CAPECITABINE,CAPECITABINE,CAPECITABINE,,,,,,,,,,,,,,,,,,,,,
CAPIVASERTIB,1,CAPIVASERTIB,CAPIVASERTIB,CAPIVASERTIB,,,,,,,,,,,,,,,,,,,,,
CAPLACIZUMAB-YHDP,1,CAPLACIZUMAB-YHDP,CAPLACIZUMAB YHDP,CAPLACIZUMAB YHDP,,,,,,,,,,,,,,,,,,,,,
CAPMATINIB HYDROCHLORIDE,1,CAPMATINIB HYDROCHLORIDE,CAPMATINIB HYDROCHLORIDE,CAPMATINIB,,,,,,,,,,,,,,,,,,,,,
CAPREOMYCIN SULFATE,1,CAPREOMYCIN SULFATE,CAPREOMYCIN SULFATE,CAPREOMYCIN,,,,,,,,,,,,,,,,,,,,,
CAPROMAB PENDETIDE,1,CAPROMAB PENDETIDE,CAPROMAB PENDETIDE,CAPROMAB PENDETIDE,,,,,,,,,,,,,,,,,,,,,
CAPSAICIN,1,CAPSAICIN,CAPSAICIN,CAPSAICIN,,,,,,,,,,,,,,,,,,,,,
CAPTOPRIL,1,CAPTOPRIL,CAPTOPRIL,CAPTOPRIL,,,,,,,,,,,,,,,,,,,,,
CAPTOPRIL; HYDROCHLOROTHIAZIDE,1,CAPTOPRIL,CAPTOPRIL,CAPTOPRIL,,,,,,,,,,,,,,,,,,,,,
CAPTOPRIL; HYDROCHLOROTHIAZIDE,2,HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,,,,,,,,,,,,,,,,,,,,,
CARBACHOL,1,CARBACHOL,CARBACHOL,CARBACHOL,,,,,,,,,,,,,,,,,,,,,
CARBAMAZEPINE,1,CARBAMAZEPINE,CARBAMAZEPINE,CARBAMAZEPINE,,,,,,,,,,,,,,,,,,,,,
CARBENICILLIN INDANYL SODIUM,1,CARBENICILLIN INDANYL SODIUM,CARBENICILLIN INDANYL SODIUM,CARBENICILLIN INDANYL,,,,,,,,,,,,,,,,,,,,,
CARBIDOPA,1,CARBIDOPA,CARBIDOPA,CARBIDOPA,,,,,,,,,,,,,,,,,,,,,
"CARBIDOPA, LEVODOPA",1,"CARBIDOPA, LEVODOPA",CARBIDOPA LEVODOPA,CARBIDOPA LEVODOPA,,,,,,,,,,,,,,,,,,,,,
"CARBIDOPA,LEVODOPA",1,"CARBIDOPA,LEVODOPA",CARBIDOPA LEVODOPA,CARBIDOPA LEVODOPA,,,,,,,,,,,,,,,,,,,,,
CARBIDOPA; ENTACAPONE; LEVODOPA,1,CARBIDOPA,CARBIDOPA,CARBIDOPA,,,,,,,,,,,,,,,,,,,,,
CARBIDOPA; ENTACAPONE; LEVODOPA,2,ENTACAPONE,ENTACAPONE,ENTACAPONE,,,,,,,,,,,,,,,,,,,,,
CARBIDOPA; ENTACAPONE; LEVODOPA,3,LEVODOPA,LEVODOPA,LEVODOPA,,,,,,,,,,,,,,,,,,,,,
CARBIDOPA; LEVODOPA,1,CARBIDOPA,CARBIDOPA,CARBIDOPA,,,,,,,,,,,,,,,,,,,,,
CARBIDOPA; LEVODOPA,2,LEVODOPA,LEVODOPA,LEVODOPA,,,,,,,,,,,,,,,,,,,,,
CARBIDOPA;LEODOPA,1,CARBIDOPA,CARBIDOPA,CARBIDOPA,,,,,,,,,,,,,,,,,,,,,
CARBIDOPA;LEODOPA,2,LEODOPA,LEODOPA,LEODOPA,,,,,,,,,,,,,,,,,,,,,
CARBIDOPA;LEVODOPA,1,CARBIDOPA,CARBIDOPA,CARBIDOPA,,,,,,,,,,,,,,,,,,,,,
CARBIDOPA;LEVODOPA,2,LEVODOPA,LEVODOPA,LEVODOPA,,,,,,,,,,,,,,,,,,,,,
CARBINOXAMINE MALEATE,1,CARBINOXAMINE MALEATE,CARBINOXAMINE MALEATE,CARBINOXAMINE,,,,,,,,,,,,,,,,,,,,,
CARBON DIOIDE,1,CARBON DIOIDE,CARBON DIOIDE,CARBON DIOIDE,,,,,,,,,,,,,,,,,,,,,
CARBON DIOXIDE,1,CARBON DIOXIDE,CARBON DIOXIDE,CARBON DIOXIDE,,,,,,,,,,,,,,,,,,,,,
CARBOPLATIN,1,CARBOPLATIN,CARBOPLATIN,CARBOPLATIN,,,,,,,,,,,,,,,,,,,,,
CARBOPROST TROMETHAMINE,1,CARBOPROST TROMETHAMINE,CARBOPROST TROMETHAMINE,CARBOPROST TROMETHAMINE,,,,,,,,,,,,,,,,,,,,,
CARFILZOMIB,1,CARFILZOMIB,CARFILZOMIB,CARFILZOMIB,,,,,,,,,,,,,,,,,,,,,
CARGLUMIC ACID,1,CARGLUMIC ACID,CARGLUMIC ACID,CARGLUMIC ACID,,,,,,,,,,,,,,,,,,,,,
CARIPRAZINE HYDROCHLORIDE,1,CARIPRAZINE HYDROCHLORIDE,CARIPRAZINE HYDROCHLORIDE,CARIPRAZINE,,,,,,,,,,,,,,,,,,,,,
CARISOPRODOL,1,CARISOPRODOL,CARISOPRODOL,CARISOPRODOL,Carisoprodol,CARISOPRODOL,IV,8192,,,,1.0,1.0,0.0,core_name,exact,True,False,exact,,,,,,
CARMUSTINE,1,CARMUSTINE,CARMUSTINE,CARMUSTINE,,,,,,,,,,,,,,,,,,,,,
CARPHENAZINE MALEATE,1,CARPHENAZINE MALEATE,CARPHENAZINE MALEATE,CARPHENAZINE,,,,,,,,,,,,,,,,,,,,,
CARPROFEN,1,CARPROFEN,CARPROFEN,CARPROFEN,,,,,,,,,,,,,,,,,,,,,
CARTEOLOL HYDROCHLORIDE,1,CARTEOLOL HYDROCHLORIDE,CARTEOLOL HYDROCHLORIDE,CARTEOLOL,,,,,,,,,,,,,,,,,,,,,
CARVEDILOL,1,CARVEDILOL,CARVEDILOL,CARVEDILOL,,,,,,,,,,,,,,,,,,,,,
CARVEDILOL PHOSPHATE,1,CARVEDILOL PHOSPHATE,CARVEDILOL PHOSPHATE,CARVEDILOL,,,,,,,,,,,,,,,,,,,,,
