ActiveIngredient_list,dea_active_ingredient_token_count,dea_confident_controlled_match_flag,dea_list_i_only_match_flag,dea_possible_candidate_only_flag,dea_confident_matched_token_count,dea_list_i_token_count,dea_possible_candidate_token_count,dea_confident_match_methods,dea_confident_matched_fda_tokens,dea_confident_substance_names,dea_confident_current_schedules,dea_confident_drug_codes,dea_list_i_substance_names,dea_list_i_drug_codes,dea_possible_candidate_tokens,dea_possible_candidate_substance_names,dea_possible_candidate_methods,dea_unmatched_fda_tokens,dea_edge_case_notes,dea_schedule_scope_note,dea_linkage_status,dea_uncertain_flag
DEURUXOLITINIB PHOSPHATE,1,False,False,False,0,0,0,,,,,,,,,,,DEURUXOLITINIB PHOSPHATE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
DEUTETRABENAZINE,1,False,False,False,0,0,0,,,,,,,,,,,DEUTETRABENAZINE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
DEUTIVACAFTOR; TEZACAFTOR; VANZACAFTOR CALCIUM,3,False,False,False,0,0,0,,,,,,,,,,,DEUTIVACAFTOR | TEZACAFTOR | VANZACAFTOR CALCIUM,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
DEXAMETHASONE,1,False,False,False,0,0,0,,,,,,,,,,,DEXAMETHASONE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
DEXAMETHASONE ACETATE,1,False,False,False,0,0,0,,,,,,,,,,,DEXAMETHASONE ACETATE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
DEXAMETHASONE SODIUM PHOSPHATE,1,False,False,False,0,0,0,,,,,,,,,,,DEXAMETHASONE SODIUM PHOSPHATE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
DEXAMETHASONE SODIUM PHOSPHATE; LIDOCAINE HYDROCHLORIDE,2,False,False,False,0,0,0,,,,,,,,,,,DEXAMETHASONE SODIUM PHOSPHATE | LIDOCAINE HYDROCHLORIDE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
DEXAMETHASONE SODIUM PHOSPHATE; NEOMYCIN SULFATE,2,False,False,False,0,0,0,,,,,,,,,,,DEXAMETHASONE SODIUM PHOSPHATE | NEOMYCIN SULFATE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
DEXAMETHASONE; NEOMYCIN SULFATE; POLYMYXIN B SULFATE,3,False,False,False,0,0,0,,,,,,,,,,,DEXAMETHASONE | NEOMYCIN SULFATE | POLYMYXIN B SULFATE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
DEXAMETHASONE; TOBRAMYCIN,2,False,False,False,0,0,0,,,,,,,,,,,DEXAMETHASONE | TOBRAMYCIN,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
DEXBROMPHENIRAMINE MALEATE; PSEUDOEPHEDRINE SULFATE,2,False,True,False,0,1,0,,,,,,Pseudoephedrine Sulfate (Dibasic),8112,,,,DEXBROMPHENIRAMINE MALEATE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,list_i_chemical_only_match,False
DEXCHLORPHENIRAMINE MALEATE,1,False,False,False,0,0,0,,,,,,,,,,,DEXCHLORPHENIRAMINE MALEATE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
DEXLANSOPRAZOLE,1,False,False,False,0,0,0,,,,,,,,,,,DEXLANSOPRAZOLE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
DEXMEDETOMIDINE HYDROCHLORIDE,1,False,False,False,0,0,0,,,,,,,,,,,DEXMEDETOMIDINE HYDROCHLORIDE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
DEXMETHYLPHENIDATE HYDROCHLORIDE,1,False,False,True,0,0,1,,,,,,,,DEXMETHYLPHENIDATE HYDROCHLORIDE,Methylphenidate | Methylphenidate Hydrochloride,substring_candidate_ambiguous,,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,possible_parent_or_isomer_candidate_only,True
DEXMETHYLPHENIDATE HYDROCHLORIDE; SERDEXMETHYLPHENIDATE CHLORIDE,2,False,False,True,0,0,2,,,,,,,,DEXMETHYLPHENIDATE HYDROCHLORIDE | SERDEXMETHYLPHENIDATE CHLORIDE,Methylphenidate | Methylphenidate Hydrochloride,substring_candidate_ambiguous,,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,possible_parent_or_isomer_candidate_only,True
DEXRAZOXANE HYDROCHLORIDE,1,False,False,False,0,0,0,,,,,,,,,,,DEXRAZOXANE HYDROCHLORIDE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
DEXTROAMPHETAMINE,1,False,False,True,0,0,1,,,,,,,,DEXTROAMPHETAMINE,Amphetamine | Amphetamine Aspartate | Amphetamine Aspartate (H2O) | Amphetamine Hydrochloride | Amphetamine Phosphate (Monobasic) | Amphetamine Saccharate | Amphetamine Saccharate (Dibasic) | Amphetamine Sulfate (Dibasic) | Amphetamine Tartrate (Dibasic),substring_candidate_ambiguous,,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,possible_parent_or_isomer_candidate_only,True
DEXTROAMPHETAMINE SACCHARATE;AMPHETAMINE ASPARTATE MONOHYDRATE;DEXTROAMPHETAMINE SULFATE;AMPHETAMINE SULFATE,4,True,False,False,2,0,2,normalized_root_exact | exact,AMPHETAMINE ASPARTATE MONOHYDRATE | AMPHETAMINE SULFATE,Amphetamine | Amphetamine Aspartate | Amphetamine Aspartate (H2O) | Amphetamine Hydrochloride | Amphetamine Phosphate (Monobasic) | Amphetamine Saccharate | Amphetamine Saccharate (Dibasic) | Amphetamine Sulfate (Dibasic) | Amphetamine Tartrate (Dibasic) | Amphetamine Sulfate (Dibasic),II,1100,,,DEXTROAMPHETAMINE SACCHARATE | DEXTROAMPHETAMINE SULFATE,Amphetamine | Amphetamine Aspartate | Amphetamine Aspartate (H2O) | Amphetamine Hydrochloride | Amphetamine Phosphate (Monobasic) | Amphetamine Saccharate | Amphetamine Saccharate (Dibasic) | Amphetamine Sulfate (Dibasic) | Amphetamine Tartrate (Dibasic),substring_candidate_ambiguous,,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,confident_scheduled_controlled_substance_match,False
DEXTROAMPHETAMINE SULFATE,1,False,False,True,0,0,1,,,,,,,,DEXTROAMPHETAMINE SULFATE,Amphetamine | Amphetamine Aspartate | Amphetamine Aspartate (H2O) | Amphetamine Hydrochloride | Amphetamine Phosphate (Monobasic) | Amphetamine Saccharate | Amphetamine Saccharate (Dibasic) | Amphetamine Sulfate (Dibasic) | Amphetamine Tartrate (Dibasic),substring_candidate_ambiguous,,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,possible_parent_or_isomer_candidate_only,True
DEXTROMETHORPHAN HYDROBROMIDE; GUAIFENESIN,2,False,False,False,0,0,0,,,,,,,,,,,DEXTROMETHORPHAN HYDROBROMIDE | GUAIFENESIN,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
DEXTROMETHORPHAN HYDROBROMIDE; GUAIFENESIN; NAPROXEN SODIUM,3,False,False,False,0,0,0,,,,,,,,,,,DEXTROMETHORPHAN HYDROBROMIDE | GUAIFENESIN | NAPROXEN SODIUM,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
DEXTROMETHORPHAN HYDROBROMIDE; PROMETHAZINE HYDROCHLORIDE,2,False,False,False,0,0,0,,,,,,,,,,,DEXTROMETHORPHAN HYDROBROMIDE | PROMETHAZINE HYDROCHLORIDE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
DEXTROMETHORPHAN HYDROBROMIDE; PROMETHAZINE HYDROCHLORIDE; PROMETHAZINE HYDROCHLORIDE; DEXTROMETHORPHAN HYDROBROMIDE,4,False,False,False,0,0,0,,,,,,,,,,,DEXTROMETHORPHAN HYDROBROMIDE | PROMETHAZINE HYDROCHLORIDE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
DEXTROMETHORPHAN HYDROBROMIDE; QUINIDINE SULFATE,2,False,False,False,0,0,0,,,,,,,,,,,DEXTROMETHORPHAN HYDROBROMIDE | QUINIDINE SULFATE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
DEXTROMETHORPHAN HYDROBROMIDE;QUINIDINE SULFATE,2,False,False,False,0,0,0,,,,,,,,,,,DEXTROMETHORPHAN HYDROBROMIDE | QUINIDINE SULFATE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
DEXTROMETHORPHAN POLISTIREX,1,False,False,False,0,0,0,,,,,,,,,,,DEXTROMETHORPHAN POLISTIREX,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
DEXTROSE,1,False,False,False,0,0,0,,,,,,,,,,,DEXTROSE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
DEXTROSE; MAGNESIUM ACETATE TETRAHYDRATE; POTASSIUM ACETATE; SODIUM CHLORIDE,4,False,False,False,0,0,0,,,,,,,,,,,DEXTROSE | MAGNESIUM ACETATE TETRAHYDRATE | POTASSIUM ACETATE | SODIUM CHLORIDE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
DEXTROSE; MAGNESIUM ACETATE; POTASSIUM ACETATE; SODIUM CHLORIDE,4,False,False,False,0,0,0,,,,,,,,,,,DEXTROSE | MAGNESIUM ACETATE | POTASSIUM ACETATE | SODIUM CHLORIDE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
"DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE",5,False,False,False,0,0,0,,,,,,,,,,,"DEXTROSE | MAGNESIUM CHLORIDE | POTASSIUM CHLORIDE | POTASSIUM PHOSPHATE, DIBASIC | SODIUM ACETATE",,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
"DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM CHLORIDE; SODIUM LACTATE; SODIUM PHOSPHATE, MONOBASIC ANHYDROUS",7,False,False,True,0,0,1,,,,,,,,"SODIUM PHOSPHATE, MONOBASIC ANHYDROUS",Amphetamine Phosphate (Monobasic),substring_candidate_unique,"DEXTROSE | MAGNESIUM CHLORIDE | POTASSIUM CHLORIDE | POTASSIUM PHOSPHATE, DIBASIC | SODIUM CHLORIDE | SODIUM LACTATE",,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,possible_parent_or_isomer_candidate_only,True
"DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, MONOBASIC; SODIUM CHLORIDE; SODIUM LACTATE",6,False,False,True,0,0,1,,,,,,,,"POTASSIUM PHOSPHATE, MONOBASIC",Amphetamine Phosphate (Monobasic),substring_candidate_unique,DEXTROSE | MAGNESIUM CHLORIDE | POTASSIUM CHLORIDE | SODIUM CHLORIDE | SODIUM LACTATE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,possible_parent_or_isomer_candidate_only,True
"DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, MONOBASIC; SODIUM LACTATE; SODIUM PHOSPHATE, MONOBASIC ANHYDROUS",6,False,False,True,0,0,2,,,,,,,,"POTASSIUM PHOSPHATE, MONOBASIC | SODIUM PHOSPHATE, MONOBASIC ANHYDROUS",Amphetamine Phosphate (Monobasic),substring_candidate_unique,DEXTROSE | MAGNESIUM CHLORIDE | POTASSIUM CHLORIDE | SODIUM LACTATE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,possible_parent_or_isomer_candidate_only,True
DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE,5,False,False,False,0,0,0,,,,,,,,,,,DEXTROSE | MAGNESIUM CHLORIDE | POTASSIUM CHLORIDE | SODIUM ACETATE | SODIUM CHLORIDE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE; SODIUM GLUCONATE,6,False,False,False,0,0,0,,,,,,,,,,,DEXTROSE | MAGNESIUM CHLORIDE | POTASSIUM CHLORIDE | SODIUM ACETATE | SODIUM CHLORIDE | SODIUM GLUCONATE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
DEXTROSE; POTASSIUM CHLORIDE,2,False,False,False,0,0,0,,,,,,,,,,,DEXTROSE | POTASSIUM CHLORIDE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
"DEXTROSE; POTASSIUM CHLORIDE; POTASSIUM LACTATE; SODIUM CHLORIDE; SODIUM PHOSPHATE, MONOBASIC ANHYDROUS",5,False,False,True,0,0,1,,,,,,,,"SODIUM PHOSPHATE, MONOBASIC ANHYDROUS",Amphetamine Phosphate (Monobasic),substring_candidate_unique,DEXTROSE | POTASSIUM CHLORIDE | POTASSIUM LACTATE | SODIUM CHLORIDE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,possible_parent_or_isomer_candidate_only,True
"DEXTROSE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE",5,False,False,False,0,0,0,,,,,,,,,,,"DEXTROSE | POTASSIUM CHLORIDE | POTASSIUM PHOSPHATE, DIBASIC | SODIUM ACETATE | SODIUM CHLORIDE",,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
"DEXTROSE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, MONOBASIC; SODIUM CHLORIDE; SODIUM LACTATE",5,False,False,True,0,0,1,,,,,,,,"POTASSIUM PHOSPHATE, MONOBASIC",Amphetamine Phosphate (Monobasic),substring_candidate_unique,DEXTROSE | POTASSIUM CHLORIDE | SODIUM CHLORIDE | SODIUM LACTATE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,possible_parent_or_isomer_candidate_only,True
DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,3,False,False,False,0,0,0,,,,,,,,,,,DEXTROSE | POTASSIUM CHLORIDE | SODIUM CHLORIDE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
DEXTROSE; SODIUM CHLORIDE,2,False,False,False,0,0,0,,,,,,,,,,,DEXTROSE | SODIUM CHLORIDE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
DEXTROTHYROXINE SODIUM,1,False,False,False,0,0,0,,,,,,,,,,,DEXTROTHYROXINE SODIUM,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
DIATRIZOATE MEGLUMINE,1,False,False,False,0,0,0,,,,,,,,,,,DIATRIZOATE MEGLUMINE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
DIATRIZOATE MEGLUMINE; DIATRIZOATE SODIUM,2,False,False,False,0,0,0,,,,,,,,,,,DIATRIZOATE MEGLUMINE | DIATRIZOATE SODIUM,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
DIATRIZOATE MEGLUMINE; DIATRIZOATE SODIUM; DIATRIZOATE MEGLUMINE,3,False,False,False,0,0,0,,,,,,,,,,,DIATRIZOATE MEGLUMINE | DIATRIZOATE SODIUM,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
DIATRIZOATE MEGLUMINE; IODIPAMIDE MEGLUMINE,2,False,False,False,0,0,0,,,,,,,,,,,DIATRIZOATE MEGLUMINE | IODIPAMIDE MEGLUMINE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
DIATRIZOATE SODIUM,1,False,False,False,0,0,0,,,,,,,,,,,DIATRIZOATE SODIUM,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
DIAZEPAM,1,True,False,False,1,0,0,exact,DIAZEPAM,Diazepam,IV,2765,,,,,,,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,confident_scheduled_controlled_substance_match,False
DIAZOXIDE,1,False,False,False,0,0,0,,,,,,,,,,,DIAZOXIDE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
DIAZOXIDE CHOLINE,1,False,False,False,0,0,0,,,,,,,,,,,DIAZOXIDE CHOLINE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
DICHLORPHENAMIDE,1,False,False,False,0,0,0,,,,,,,,,,,DICHLORPHENAMIDE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
DICLOFENAC,1,False,False,False,0,0,0,,,,,,,,,,,DICLOFENAC,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
DICLOFENAC EPOLAMINE,1,False,False,False,0,0,0,,,,,,,,,,,DICLOFENAC EPOLAMINE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
DICLOFENAC POTASSIUM,1,False,False,False,0,0,0,,,,,,,,,,,DICLOFENAC POTASSIUM,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
DICLOFENAC SODIUM,1,False,False,False,0,0,0,,,,,,,,,,,DICLOFENAC SODIUM,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
DICLOFENAC SODIUM; MISOPROSTOL,2,False,False,False,0,0,0,,,,,,,,,,,DICLOFENAC SODIUM | MISOPROSTOL,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
DICLOXACILLIN SODIUM,1,False,False,False,0,0,0,,,,,,,,,,,DICLOXACILLIN SODIUM,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
DICUMAROL,1,False,False,False,0,0,0,,,,,,,,,,,DICUMAROL,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
DICYCLOMINE HYDROCHLORIDE,1,False,False,False,0,0,0,,,,,,,,,,,DICYCLOMINE HYDROCHLORIDE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
DIDANOSINE,1,False,False,False,0,0,0,,,,,,,,,,,DIDANOSINE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
DIENESTROL,1,False,False,False,0,0,0,,,,,,,,,,,DIENESTROL,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
DIENOGEST; ESTRADIOL VALERATE,2,False,False,False,0,0,0,,,,,,,,,,,DIENOGEST | ESTRADIOL VALERATE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
DIETHYLCARBAMAZINE CITRATE,1,False,False,False,0,0,0,,,,,,,,,,,DIETHYLCARBAMAZINE CITRATE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
DIETHYLPROPION HYDROCHLORIDE,1,True,False,False,1,0,0,exact,DIETHYLPROPION HYDROCHLORIDE,Diethylpropion Hydrochloride,IV,1610,,,,,,,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,confident_scheduled_controlled_substance_match,False
DIETHYLSTILBESTROL,1,False,False,False,0,0,0,,,,,,,,,,,DIETHYLSTILBESTROL,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
DIFAMILAST,1,False,False,False,0,0,0,,,,,,,,,,,DIFAMILAST,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
DIFELIKEFALIN ACETATE,1,False,False,False,0,0,0,,,,,,,,,,,DIFELIKEFALIN ACETATE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
DIFLORASONE DIACETATE,1,False,False,False,0,0,0,,,,,,,,,,,DIFLORASONE DIACETATE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
DIFLUNISAL,1,False,False,False,0,0,0,,,,,,,,,,,DIFLUNISAL,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
DIFLUPREDNATE,1,False,False,False,0,0,0,,,,,,,,,,,DIFLUPREDNATE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
DIGITOXIN,1,False,False,False,0,0,0,,,,,,,,,,,DIGITOXIN,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
DIGOXIN,1,False,False,False,0,0,0,,,,,,,,,,,DIGOXIN,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
DIHYDROERGOTAMINE MESYLATE,1,False,False,False,0,0,0,,,,,,,,,,,DIHYDROERGOTAMINE MESYLATE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
DILTIAZEM HYDROCHLORIDE,1,False,False,False,0,0,0,,,,,,,,,,,DILTIAZEM HYDROCHLORIDE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
DILTIAZEM MALATE,1,False,False,False,0,0,0,,,,,,,,,,,DILTIAZEM MALATE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
DILTIAZEM MALATE; ENALAPRIL MALEATE,2,False,False,False,0,0,0,,,,,,,,,,,DILTIAZEM MALATE | ENALAPRIL MALEATE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
DIMENHYDRINATE,1,False,False,False,0,0,0,,,,,,,,,,,DIMENHYDRINATE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
DIMERCAPROL,1,False,False,False,0,0,0,,,,,,,,,,,DIMERCAPROL,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
DIMETHYL FUMARATE,1,False,False,False,0,0,0,,,,,,,,,,,DIMETHYL FUMARATE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
DIMETHYL SULFOXIDE,1,False,False,False,0,0,0,,,,,,,,,,,DIMETHYL SULFOXIDE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
DIMYRISTOYL LECITHIN; PERFLEXANE,2,False,False,False,0,0,0,,,,,,,,,,,DIMYRISTOYL LECITHIN | PERFLEXANE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
DINOPROST TROMETHAMINE,1,False,False,False,0,0,0,,,,,,,,,,,DINOPROST TROMETHAMINE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
DINOPROSTONE,1,False,False,False,0,0,0,,,,,,,,,,,DINOPROSTONE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
DINUTUXIMAB,1,False,False,False,0,0,0,,,,,,,,,,,DINUTUXIMAB,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
DIPHEMANIL METHYLSULFATE,1,False,False,False,0,0,0,,,,,,,,,,,DIPHEMANIL METHYLSULFATE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
DIPHENHYDRAMINE CITRATE; IBUPROFEN,2,False,False,False,0,0,0,,,,,,,,,,,DIPHENHYDRAMINE CITRATE | IBUPROFEN,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
DIPHENHYDRAMINE HYDROCHLORIDE,1,False,False,False,0,0,0,,,,,,,,,,,DIPHENHYDRAMINE HYDROCHLORIDE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
DIPHENHYDRAMINE HYDROCHLORIDE; IBUPROFEN,2,False,False,False,0,0,0,,,,,,,,,,,DIPHENHYDRAMINE HYDROCHLORIDE | IBUPROFEN,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
DIPHENHYDRAMINE HYDROCHLORIDE; NAPROXEN SODIUM,2,False,False,False,0,0,0,,,,,,,,,,,DIPHENHYDRAMINE HYDROCHLORIDE | NAPROXEN SODIUM,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
DIPHENIDOL HYDROCHLORIDE,1,False,False,False,0,0,0,,,,,,,,,,,DIPHENIDOL HYDROCHLORIDE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
DIPIVEFRIN HYDROCHLORIDE,1,False,False,False,0,0,0,,,,,,,,,,,DIPIVEFRIN HYDROCHLORIDE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
DIPYRIDAMOLE,1,False,False,False,0,0,0,,,,,,,,,,,DIPYRIDAMOLE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
