dea_source_name_raw,dea_candidate_name_norm,dea_candidate_type,dea_root_norm,dea_current_schedule,dea_drug_code,dea_conversion_factor,dea_is_csa_scheduled,dea_is_list_i_chemical,dea_source_file,dea_source_url
3-Methylthiofentanyl Hydrochloride (1/2 H2O),2 H2O,alias_fragment,2 H2O,I,9833,0.89,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
4-Anilino-N-phenethyl-4-piperidine (ANPP),4 ANILINO N PHENETHYL 4 PIPERIDINE,core_name,4 ANILINO N PHENETHYL 4 PIPERIDINE,II,8333,1.0,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
4-Anilino-N-phenethyl-4-piperidine (ANPP),ANPP,alias_fragment,ANPP,II,8333,1.0,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
4-Anilino-N-phenethyl-4-piperidine Hydrochloride (ANPP),4 ANILINO N PHENETHYL 4 PIPERIDINE HYDROCHLORIDE,core_name,4 ANILINO N PHENETHYL 4 PIPERIDINE,II,8333,0.88,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
4-Anilino-N-phenethyl-4-piperidine Hydrochloride (ANPP),ANPP,alias_fragment,ANPP,II,8333,0.88,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
"4-Bromo-2,5-dimethoxyamphetamine (DOB)",4 BROMO 2 5 DIMETHOXYAMPHETAMINE,core_name,4 BROMO 2 5 DIMETHOXYAMPHETAMINE,I,7391,1.0,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
"4-Bromo-2,5-dimethoxyamphetamine (DOB)",4 BROMO 2,alias_fragment,4 BROMO,I,7391,1.0,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
"4-Bromo-2,5-dimethoxyamphetamine (DOB)",5 DIMETHOXYAMPHETAMINE,alias_fragment,5 DIMETHOXYAMPHETAMINE,I,7391,1.0,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
"4-Bromo-2,5-dimethoxyamphetamine Hydrochloride (DOB)",4 BROMO 2 5 DIMETHOXYAMPHETAMINE HYDROCHLORIDE,core_name,4 BROMO 2 5 DIMETHOXYAMPHETAMINE,I,7391,0.88,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
"4-Bromo-2,5-dimethoxyamphetamine Hydrochloride (DOB)",4 BROMO 2,alias_fragment,4 BROMO,I,7391,0.88,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
"4-Bromo-2,5-dimethoxyamphetamine Hydrochloride (DOB)",5 DIMETHOXYAMPHETAMINE HYDROCHLORIDE,alias_fragment,5 DIMETHOXYAMPHETAMINE,I,7391,0.88,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
"4-Bromo-2,5-dimethoxyphenethylamine (2C-B)",4 BROMO 2 5 DIMETHOXYPHENETHYLAMINE,core_name,4 BROMO 2 5 DIMETHOXYPHENETHYLAMINE,I,7392,1.0,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
"4-Bromo-2,5-dimethoxyphenethylamine (2C-B)",2C B,alias_fragment,2C B,I,7392,1.0,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
"4-Bromo-2,5-dimethoxyphenethylamine (2C-B)",4 BROMO 2,alias_fragment,4 BROMO,I,7392,1.0,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
"4-Bromo-2,5-dimethoxyphenethylamine (2C-B)",5 DIMETHOXYPHENETHYLAMINE,alias_fragment,5 DIMETHOXYPHENETHYLAMINE,I,7392,1.0,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
"4-Bromo-2,5-dimethoxyphenethylamine Hydrochloride (2C-B)",4 BROMO 2 5 DIMETHOXYPHENETHYLAMINE HYDROCHLORIDE,core_name,4 BROMO 2 5 DIMETHOXYPHENETHYLAMINE,I,7392,0.88,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
"4-Bromo-2,5-dimethoxyphenethylamine Hydrochloride (2C-B)",2C B,alias_fragment,2C B,I,7392,0.88,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
"4-Bromo-2,5-dimethoxyphenethylamine Hydrochloride (2C-B)",4 BROMO 2,alias_fragment,4 BROMO,I,7392,0.88,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
"4-Bromo-2,5-dimethoxyphenethylamine Hydrochloride (2C-B)",5 DIMETHOXYPHENETHYLAMINE HYDROCHLORIDE,alias_fragment,5 DIMETHOXYPHENETHYLAMINE,I,7392,0.88,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
4'-Chloro-alpha-pyrrolidinovalerophenone,4 CHLORO ALPHA PYRROLIDINOVALEROPHENONE,core_name,4 CHLORO ALPHA PYRROLIDINOVALEROPHENONE,I,7443,1.0,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
4'-Chloro-alpha-pyrrolidinovalerophenone hydrochloride,4 CHLORO ALPHA PYRROLIDINOVALEROPHENONE HYDROCHLORIDE,core_name,4 CHLORO ALPHA PYRROLIDINOVALEROPHENONE,I,7443,0.88,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
4-fluoro-N-methylcathinone (4-FMC),4 FLUORO N METHYLCATHINONE,core_name,4 FLUORO N METHYLCATHINONE,I,1238,1.0,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
4-fluoro-N-methylcathinone (4-FMC),4 FMC,alias_fragment,4 FMC,I,1238,1.0,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
4-fluoro-N-methylcathinone Hydrochloride (4-FMC),4 FLUORO N METHYLCATHINONE HYDROCHLORIDE,core_name,4 FLUORO N METHYLCATHINONE,I,1238,0.83,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
4-fluoro-N-methylcathinone Hydrochloride (4-FMC),4 FMC,alias_fragment,4 FMC,I,1238,0.83,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
4-Methoxyamphetamine,4 METHOXYAMPHETAMINE,core_name,4 METHOXYAMPHETAMINE,I,7411,1.0,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
4-Methoxyamphetamine Hydrochloride,4 METHOXYAMPHETAMINE HYDROCHLORIDE,core_name,4 METHOXYAMPHETAMINE,I,7411,0.82,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
"4-Methyl-2,5-dimethoxyamphetamine (STP or DOM)",4 METHYL 2 5 DIMETHOXYAMPHETAMINE,core_name,4 METHYL 2 5 DIMETHOXYAMPHETAMINE,I,7395,1.0,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
"4-Methyl-2,5-dimethoxyamphetamine (STP or DOM)",STP OR DOM,alias_fragment,STP OR DOM,I,7395,1.0,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
"4-Methyl-2,5-dimethoxyamphetamine (STP or DOM)",4 METHYL 2,alias_fragment,4 METHYL,I,7395,1.0,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
"4-Methyl-2,5-dimethoxyamphetamine (STP or DOM)",5 DIMETHOXYAMPHETAMINE,alias_fragment,5 DIMETHOXYAMPHETAMINE,I,7395,1.0,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
"4-Methyl-2,5-dimethoxyamphetamine Hydrochloride (STP or DOM)",4 METHYL 2 5 DIMETHOXYAMPHETAMINE HYDROCHLORIDE,core_name,4 METHYL 2 5 DIMETHOXYAMPHETAMINE,I,7395,0.85,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
"4-Methyl-2,5-dimethoxyamphetamine Hydrochloride (STP or DOM)",STP OR DOM,alias_fragment,STP OR DOM,I,7395,0.85,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
"4-Methyl-2,5-dimethoxyamphetamine Hydrochloride (STP or DOM)",4 METHYL 2,alias_fragment,4 METHYL,I,7395,0.85,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
"4-Methyl-2,5-dimethoxyamphetamine Hydrochloride (STP or DOM)",5 DIMETHOXYAMPHETAMINE HYDROCHLORIDE,alias_fragment,5 DIMETHOXYAMPHETAMINE,I,7395,0.85,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
4-Methyl-alpha-ethylaminopentiophenone,4 METHYL ALPHA ETHYLAMINOPENTIOPHENONE,core_name,4 METHYL ALPHA ETHYLAMINOPENTIOPHENONE,I,7245,1.0,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
4-Methyl-alpha-ethylaminopentiophenone hydrochloride,4 METHYL ALPHA ETHYLAMINOPENTIOPHENONE HYDROCHLORIDE,core_name,4 METHYL ALPHA ETHYLAMINOPENTIOPHENONE,I,7245,0.86,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
4'-Methyl-alpha-pyrrolidinohexiophenone,4 METHYL ALPHA PYRROLIDINOHEXIOPHENONE,core_name,4 METHYL ALPHA PYRROLIDINOHEXIOPHENONE,I,7446,1.0,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
4'-Methyl-alpha-pyrrolidinohexiophenone hydrochloride,4 METHYL ALPHA PYRROLIDINOHEXIOPHENONE HYDROCHLORIDE,core_name,4 METHYL ALPHA PYRROLIDINOHEXIOPHENONE,I,7446,0.88,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
4-methyl-alphapyrrolidinopropiophenone (4-MePPP),4 METHYL ALPHAPYRROLIDINOPROPIOPHENONE,core_name,4 METHYL ALPHAPYRROLIDINOPROPIOPHENONE,I,7498,1.0,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
4-methyl-alphapyrrolidinopropiophenone (4-MePPP),4 MEPPP,alias_fragment,4 MEPPP,I,7498,1.0,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
4-methyl-alphapyrrolidinopropiophenone hydrochloride (4-MePPP),4 METHYL ALPHAPYRROLIDINOPROPIOPHENONE HYDROCHLORIDE,core_name,4 METHYL ALPHAPYRROLIDINOPROPIOPHENONE,I,7498,0.86,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
4-methyl-alphapyrrolidinopropiophenone hydrochloride (4-MePPP),4 MEPPP,alias_fragment,4 MEPPP,I,7498,0.86,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
4-Methylmethcathinone (mephedrone),4 METHYLMETHCATHINONE,core_name,4 METHYLMETHCATHINONE,I,1248,1.0,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
4-Methylmethcathinone (mephedrone),MEPHEDRONE,alias_fragment,MEPHEDRONE,I,1248,1.0,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
4-Methylmethcathinone Hydrochloride (mephedrone),4 METHYLMETHCATHINONE HYDROCHLORIDE,core_name,4 METHYLMETHCATHINONE,I,1248,0.83,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
4-Methylmethcathinone Hydrochloride (mephedrone),MEPHEDRONE,alias_fragment,MEPHEDRONE,I,1248,0.83,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
4-methyl-N-ethylcathinone (4-MEC),4 METHYL N ETHYLCATHINONE,core_name,4 METHYL N ETHYLCATHINONE,I,1249,1.0,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
4-methyl-N-ethylcathinone (4-MEC),4 MEC,alias_fragment,4 MEC,I,1249,1.0,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
4-methyl-N-ethylcathinone hydrochloride (4-MEC),4 METHYL N ETHYLCATHINONE HYDROCHLORIDE,core_name,4 METHYL N ETHYLCATHINONE,I,1249,0.84,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
4-methyl-N-ethylcathinone hydrochloride (4-MEC),4 MEC,alias_fragment,4 MEC,I,1249,0.84,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
"5-(1,1-Dimethylheptyl)-2-[(1R,3S)-3-hydroxycyclohexyl]-phenol (CP-47,497)",5 2 3 HYDROXYCYCLOHEXYL PHENOL,core_name,5 2 3 HYDROXYCYCLOHEXYL PHENOL,I,7297,1.0,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
"5-(1,1-Dimethylheptyl)-2-[(1R,3S)-3-hydroxycyclohexyl]-phenol (CP-47,497)",1 1 DIMETHYLHEPTYL,alias_fragment,1 1 DIMETHYLHEPTYL,I,7297,1.0,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
"5-(1,1-Dimethylheptyl)-2-[(1R,3S)-3-hydroxycyclohexyl]-phenol (CP-47,497)",1R 3S,alias_fragment,1R 3S,I,7297,1.0,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
"5-(1,1-Dimethylheptyl)-2-[(1R,3S)-3-hydroxycyclohexyl]-phenol (CP-47,497)",CP 47 497,alias_fragment,CP,I,7297,1.0,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
"5-(1,1-Dimethylheptyl)-2-[(1R,3S)-3-hydroxycyclohexyl]-phenol (CP-47,497)",1 DIMETHYLHEPTYL 2 1R,alias_fragment,1 DIMETHYLHEPTYL 2 1R,I,7297,1.0,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
"5-(1,1-Dimethylheptyl)-2-[(1R,3S)-3-hydroxycyclohexyl]-phenol (CP-47,497)",3S 3 HYDROXYCYCLOHEXYL PHENOL CP 47,alias_fragment,3S 3 HYDROXYCYCLOHEXYL PHENOL CP,I,7297,1.0,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
"5-(1,1-Dimethyloctyl)-2-[(1R,3S)-3-hydroxycyclohexyl]-phenol (CP-47,497 C8-homolog)",5 2 3 HYDROXYCYCLOHEXYL PHENOL,core_name,5 2 3 HYDROXYCYCLOHEXYL PHENOL,I,7298,1.0,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
"5-(1,1-Dimethyloctyl)-2-[(1R,3S)-3-hydroxycyclohexyl]-phenol (CP-47,497 C8-homolog)",1 1 DIMETHYLOCTYL,alias_fragment,1 1 DIMETHYLOCTYL,I,7298,1.0,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
"5-(1,1-Dimethyloctyl)-2-[(1R,3S)-3-hydroxycyclohexyl]-phenol (CP-47,497 C8-homolog)",1R 3S,alias_fragment,1R 3S,I,7298,1.0,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
"5-(1,1-Dimethyloctyl)-2-[(1R,3S)-3-hydroxycyclohexyl]-phenol (CP-47,497 C8-homolog)",CP 47 497 C8 HOMOLOG,alias_fragment,CP 47 497 C8 HOMOLOG,I,7298,1.0,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
"5-(1,1-Dimethyloctyl)-2-[(1R,3S)-3-hydroxycyclohexyl]-phenol (CP-47,497 C8-homolog)",1 DIMETHYLOCTYL 2 1R,alias_fragment,1 DIMETHYLOCTYL 2 1R,I,7298,1.0,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
"5-(1,1-Dimethyloctyl)-2-[(1R,3S)-3-hydroxycyclohexyl]-phenol (CP-47,497 C8-homolog)",3S 3 HYDROXYCYCLOHEXYL PHENOL CP 47,alias_fragment,3S 3 HYDROXYCYCLOHEXYL PHENOL CP,I,7298,1.0,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
"5-(1,1-Dimethyloctyl)-2-[(1R,3S)-3-hydroxycyclohexyl]-phenol (CP-47,497 C8-homolog)",497 C8 HOMOLOG,alias_fragment,497 C8 HOMOLOG,I,7298,1.0,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
"5-Methoxy-3,4-methylenedioxyamphetamine",5 METHOXY 3 4 METHYLENEDIOXYAMPHETAMINE,core_name,5 METHOXY 3 4 METHYLENEDIOXYAMPHETAMINE,I,7401,1.0,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
"5-Methoxy-3,4-methylenedioxyamphetamine",5 METHOXY 3,alias_fragment,5 METHOXY,I,7401,1.0,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
"5-Methoxy-3,4-methylenedioxyamphetamine",4 METHYLENEDIOXYAMPHETAMINE,alias_fragment,4 METHYLENEDIOXYAMPHETAMINE,I,7401,1.0,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
"5-Methoxy-3,4-methylenedioxyamphetamine Hydrochloride",5 METHOXY 3 4 METHYLENEDIOXYAMPHETAMINE HYDROCHLORIDE,core_name,5 METHOXY 3 4 METHYLENEDIOXYAMPHETAMINE,I,7401,0.85,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
"5-Methoxy-3,4-methylenedioxyamphetamine Hydrochloride",5 METHOXY 3,alias_fragment,5 METHOXY,I,7401,0.85,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
"5-Methoxy-3,4-methylenedioxyamphetamine Hydrochloride",4 METHYLENEDIOXYAMPHETAMINE HYDROCHLORIDE,alias_fragment,4 METHYLENEDIOXYAMPHETAMINE,I,7401,0.85,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
"5-Methoxy-N,N-diisopropyltryptamine (5-MeO-DIPT)",5 METHOXY N N DIISOPROPYLTRYPTAMINE,core_name,5 METHOXY N N DIISOPROPYLTRYPTAMINE,I,7439,1.0,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
"5-Methoxy-N,N-diisopropyltryptamine (5-MeO-DIPT)",5 MEO DIPT,alias_fragment,5 MEO DIPT,I,7439,1.0,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
"5-Methoxy-N,N-diisopropyltryptamine (5-MeO-DIPT)",5 METHOXY N,alias_fragment,5 METHOXY N,I,7439,1.0,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
"5-Methoxy-N,N-diisopropyltryptamine (5-MeO-DIPT)",N DIISOPROPYLTRYPTAMINE,alias_fragment,N DIISOPROPYLTRYPTAMINE,I,7439,1.0,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
"5-Methoxy-N,N-diisopropyltryptamine Hydrochloride",5 METHOXY N N DIISOPROPYLTRYPTAMINE HYDROCHLORIDE,core_name,5 METHOXY N N DIISOPROPYLTRYPTAMINE,I,7439,0.88,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
"5-Methoxy-N,N-diisopropyltryptamine Hydrochloride",5 METHOXY N,alias_fragment,5 METHOXY N,I,7439,0.88,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
"5-Methoxy-N,N-diisopropyltryptamine Hydrochloride",N DIISOPROPYLTRYPTAMINE HYDROCHLORIDE,alias_fragment,N DIISOPROPYLTRYPTAMINE,I,7439,0.88,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
"5-Methoxy-N,N-dimethyltryptamine",5 METHOXY N N DIMETHYLTRYPTAMINE,core_name,5 METHOXY N N DIMETHYLTRYPTAMINE,I,7431,1.0,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
"5-Methoxy-N,N-dimethyltryptamine",5 METHOXY N,alias_fragment,5 METHOXY N,I,7431,1.0,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
"5-Methoxy-N,N-dimethyltryptamine",N DIMETHYLTRYPTAMINE,alias_fragment,N DIMETHYLTRYPTAMINE,I,7431,1.0,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
"5-Methoxy-N,N-dimethyltryptamine Hydrochloride",5 METHOXY N N DIMETHYLTRYPTAMINE HYDROCHLORIDE,core_name,5 METHOXY N N DIMETHYLTRYPTAMINE,I,7431,0.86,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
"5-Methoxy-N,N-dimethyltryptamine Hydrochloride",5 METHOXY N,alias_fragment,5 METHOXY N,I,7431,0.86,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
"5-Methoxy-N,N-dimethyltryptamine Hydrochloride",N DIMETHYLTRYPTAMINE HYDROCHLORIDE,alias_fragment,N DIMETHYLTRYPTAMINE,I,7431,0.86,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
Acetorphine,ACETORPHINE,core_name,ACETORPHINE,I,9319,1.0,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
Acetorphine Hydrochloride,ACETORPHINE HYDROCHLORIDE,core_name,ACETORPHINE,I,9319,0.93,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
Acetyl-alpha-methylfentanyl,ACETYL ALPHA METHYLFENTANYL,core_name,ACETYL ALPHA METHYLFENTANYL,I,9815,1.0,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
Acetyldihydrocodeine,ACETYLDIHYDROCODEINE,core_name,ACETYLDIHYDROCODEINE,I,9051,1.0,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
Acetyldihydrocodeine Hydrochloride,ACETYLDIHYDROCODEINE HYDROCHLORIDE,core_name,ACETYLDIHYDROCODEINE,I,9051,0.9,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
Acetylmethadol,ACETYLMETHADOL,core_name,ACETYLMETHADOL,I,9601,1.0,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
Acetylmethadol Hydrochloride,ACETYLMETHADOL HYDROCHLORIDE,core_name,ACETYLMETHADOL,I,9601,0.91,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
Alfaxalone,ALFAXALONE,core_name,ALFAXALONE,IV,2731,1.0,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
Alfentanil,ALFENTANIL,core_name,ALFENTANIL,II,9737,1.0,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
Alfentanil Hydrochloride,ALFENTANIL HYDROCHLORIDE,core_name,ALFENTANIL,II,9737,0.92,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
Alfentanil Hydrochloride (H2O),ALFENTANIL HYDROCHLORIDE,core_name,ALFENTANIL,II,9737,0.88,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
Allylprodine,ALLYLPRODINE,core_name,ALLYLPRODINE,I,9602,1.0,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
Allylprodine Hydrochloride,ALLYLPRODINE HYDROCHLORIDE,core_name,ALLYLPRODINE,I,9602,0.89,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
Alphacetylmethadol,ALPHACETYLMETHADOL,core_name,ALPHACETYLMETHADOL,I,9603,1.0,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
Alphacetylmethadol Hydrochloride,ALPHACETYLMETHADOL HYDROCHLORIDE,core_name,ALPHACETYLMETHADOL,I,9603,0.91,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
alpha-Ethyltryptamine,ALPHA ETHYLTRYPTAMINE,core_name,ALPHA ETHYLTRYPTAMINE,I,7249,1.0,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
alpha-Ethyltryptamine Acetate,ALPHA ETHYLTRYPTAMINE ACETATE,core_name,ALPHA ETHYLTRYPTAMINE,I,7249,0.76,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
alpha-Ethyltryptamine Hydrochloride,ALPHA ETHYLTRYPTAMINE HYDROCHLORIDE,core_name,ALPHA ETHYLTRYPTAMINE,I,7249,0.84,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
Alphameprodine,ALPHAMEPRODINE,core_name,ALPHAMEPRODINE,I,9604,1.0,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
Alphamethadol,ALPHAMETHADOL,core_name,ALPHAMETHADOL,I,9605,1.0,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
alpha-Methylfentanyl,ALPHA METHYLFENTANYL,core_name,ALPHA METHYLFENTANYL,I,9814,1.0,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
alpha-Methylfentanyl Hydrochloride,ALPHA METHYLFENTANYL HYDROCHLORIDE,core_name,ALPHA METHYLFENTANYL,I,9814,0.91,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
alpha-Methylthiofentanyl,ALPHA METHYLTHIOFENTANYL,core_name,ALPHA METHYLTHIOFENTANYL,I,9832,1.0,True,False,dea_conversion_factors.html,https://www.deadiversion.usdoj.gov/quotas/conv_factor/index.html
