appl_no,submission_no,appl_type,drug_name,active_ingredient,sponsor_name,approval_date,review_priority_group,orphan_designation,active_ingredient_norm,needs_manual_controlled_substance_flag,arcos_merge_notes
090170,1,ANDA,LAMOTRIGINE,LAMOTRIGINE,UNICHEM LABS LTD,2011-10-06,MISSING,False,LAMOTRIGINE,True,
090174,1,ANDA,VENLAFAXINE HYDROCHLORIDE,VENLAFAXINE HYDROCHLORIDE,ZYDUS PHARMS USA INC,2011-04-14,MISSING,False,VENLAFAXINE HYDROCHLORIDE,True,
090175,1,ANDA,DONEPEZIL HYDROCHLORIDE,DONEPEZIL HYDROCHLORIDE,ZYDUS PHARMS USA INC,2011-05-10,MISSING,False,DONEPEZIL HYDROCHLORIDE,True,
090176,1,ANDA,AZELASTINE HYDROCHLORIDE,AZELASTINE HYDROCHLORIDE,BIONPHARMA,2015-07-28,MISSING,False,AZELASTINE HYDROCHLORIDE,True,
090177,1,ANDA,OXYCODONE AND ACETAMINOPHEN,ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE,DR REDDYS LABS SA,2008-10-20,MISSING,False,ACETAMINOPHEN OXYCODONE HYDROCHLORIDE,True,
090178,1,ANDA,GALANTAMINE HYDROBROMIDE,GALANTAMINE HYDROBROMIDE,SUN PHARM,2011-02-02,MISSING,False,GALANTAMINE HYDROBROMIDE,True,
090180,1,ANDA,PROMETHAZINE HYDROCHLORIDE AND CODEINE PHOSPHATE; PROMETHAZINE HYDROCHLORIDE; CODEINE PHOSPHATE,CODEINE PHOSPHATE; PROMETHAZINE HYDROCHLORIDE; PROMETHAZINE HYDROCHLORIDE; CODEINE PHOSPHATE,CHARTWELL RX,2010-03-17,MISSING,False,CODEINE PHOSPHATE PROMETHAZINE HYDROCHLORIDE PROMETHAZINE HYDROCHLORIDE CODEINE PHOSPHATE,True,
090181,1,ANDA,IFOSFAMIDE,IFOSFAMIDE,FRESENIUS KABI USA,2009-09-22,MISSING,False,IFOSFAMIDE,True,
090182,1,ANDA,CHILDREN'S CETIRIZINE HYDROCHLORIDE ALLERGY; CHILDREN'S CETIRIZINE HYDROCHLORIDE HIVES RELIEF,CETIRIZINE HYDROCHLORIDE,TARO,2008-04-22,MISSING,False,CETIRIZINE HYDROCHLORIDE,True,
090183,1,ANDA,CHILDREN'S CETIRIZINE HYDROCHLORIDE ALLERGY; CHILDREN'S CETIRIZINE HYDROCHLORIDE HIVES RELIEF,CETIRIZINE HYDROCHLORIDE,RANBAXY LABS LTD,2008-04-24,MISSING,False,CETIRIZINE HYDROCHLORIDE,True,
090184,1,ANDA,PODOFILOX,PODOFILOX,BAUSCH AND LOMB INC,2010-07-21,MISSING,False,PODOFILOX,True,
090186,1,ANDA,PEG 3350 AND ELECTROLYTES,POLYETHYLENE GLYCOL 3350; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM SULFATE ANHYDROUS,NOVEL LABS INC,2009-06-01,MISSING,False,POLYETHYLENE GLYCOL 3350 POTASSIUM CHLORIDE SODIUM BICARBONATE SODIUM CHLORIDE SODIUM SULFATE ANHYDROUS,True,
090187,1,ANDA,LEVETIRACETAM,LEVETIRACETAM,APOTEX INC,2011-08-05,MISSING,False,LEVETIRACETAM,True,
090188,1,ANDA,CHILDREN'S CETIRIZINE HYDROCHLORIDE ALLERGY; CHILDREN'S CETIRIZINE HYDROCHLORIDE HIVES RELIEF,CETIRIZINE HYDROCHLORIDE,PHARM ASSOC,2008-04-22,MISSING,False,CETIRIZINE HYDROCHLORIDE,True,
090189,1,ANDA,BIVALIRUDIN,BIVALIRUDIN,FRESENIUS KABI USA,2016-10-28,MISSING,False,BIVALIRUDIN,True,
090190,1,ANDA,PRAMIPEXOLE DIHYDROCHLORIDE,PRAMIPEXOLE DIHYDROCHLORIDE,SANDOZ,2010-07-06,MISSING,False,PRAMIPEXOLE DIHYDROCHLORIDE,True,
090190,2,ANDA,PRAMIPEXOLE DIHYDROCHLORIDE,PRAMIPEXOLE DIHYDROCHLORIDE,SANDOZ,2010-10-08,MISSING,False,PRAMIPEXOLE DIHYDROCHLORIDE,True,
090191,1,ANDA,CETIRIZINE HYDROCHLORIDE,CETIRIZINE HYDROCHLORIDE,BAJAJ,2009-11-12,MISSING,False,CETIRIZINE HYDROCHLORIDE,True,
090193,1,ANDA,METHYLERGONOVINE MALEATE,METHYLERGONOVINE MALEATE,AM REGENT,2008-11-24,MISSING,False,METHYLERGONOVINE MALEATE,True,
090194,1,ANDA,ROPIVACAINE HYDROCHLORIDE,ROPIVACAINE HYDROCHLORIDE,HOSPIRA,2014-09-23,MISSING,False,ROPIVACAINE HYDROCHLORIDE,True,
090195,1,ANDA,GLYCOPYRROLATE,GLYCOPYRROLATE,VELZEN PHARMA PVT,2012-09-21,MISSING,False,GLYCOPYRROLATE,True,
090196,1,ANDA,LETROZOLE,LETROZOLE,SYNTHON PHARMS,2010-08-09,MISSING,False,LETROZOLE,True,
090197,1,ANDA,POLYETHYLENE GLYCOL 3350; SODIUM CHLORIDE; SODIUM BICARBONATE; POTASSIUM CHLORIDE; BISACODYL,POLYETHYLENE GLYCOL 3350; SODIUM CHLORIDE; SODIUM BICARBONATE; POTASSIUM CHLORIDE; BISACODYL,NOVEL LABS INC,2010-05-27,MISSING,False,POLYETHYLENE GLYCOL 3350 SODIUM CHLORIDE SODIUM BICARBONATE POTASSIUM CHLORIDE BISACODYL,True,
090198,1,ANDA,LAMIVUDINE,LAMIVUDINE,MACLEODS PHARMS LTD,2019-05-01,MISSING,False,LAMIVUDINE,True,
090199,1,ANDA,LEVOCETIRIZINE DIHYDROCHLORIDE,LEVOCETIRIZINE DIHYDROCHLORIDE,TEVA PHARMS,2011-08-22,MISSING,False,LEVOCETIRIZINE DIHYDROCHLORIDE,True,
090200,1,ANDA,METHOCARBAMOL,METHOCARBAMOL,HETERO LABS LTD III,2009-11-06,MISSING,False,METHOCARBAMOL,True,
090201,1,ANDA,IRBESARTAN,IRBESARTAN,HIKMA,2012-10-15,MISSING,False,IRBESARTAN,True,
090205,1,ANDA,ACETAMINOPHEN,ACETAMINOPHEN,SUN PHARM INDS LTD,2009-11-18,MISSING,False,ACETAMINOPHEN,True,
090210,1,ANDA,DIVALPROEX SODIUM,DIVALPROEX SODIUM,PRINSTON INC,2009-11-30,MISSING,False,DIVALPROEX SODIUM,True,
090212,1,ANDA,ADENOSINE,ADENOSINE,MYLAN ASI,2014-03-28,MISSING,False,ADENOSINE,True,
090215,1,ANDA,ERYTHROMYCIN,ERYTHROMYCIN,EPIC PHARMA LLC,2010-05-12,MISSING,False,ERYTHROMYCIN,True,
090216,1,ANDA,VALACYCLOVIR HYDROCHLORIDE,VALACYCLOVIR HYDROCHLORIDE,CHARTWELL RX,2010-05-24,MISSING,False,VALACYCLOVIR HYDROCHLORIDE,True,
090217,1,ANDA,MINOCYCLINE HYDROCHLORIDE,MINOCYCLINE HYDROCHLORIDE,SUN PHARM INDUSTRIES,2016-01-29,MISSING,False,MINOCYCLINE HYDROCHLORIDE,True,
090218,1,ANDA,GLATOPA,GLATIRAMER ACETATE,SANDOZ,2015-04-16,MISSING,False,GLATIRAMER ACETATE,True,
090219,1,ANDA,CLOTRIMAZOLE,CLOTRIMAZOLE,GLENMARK PHARMS,2010-08-03,MISSING,False,CLOTRIMAZOLE,True,
090220,1,ANDA,ADENOSINE,ADENOSINE,WOCKHARDT,2009-07-20,MISSING,False,ADENOSINE,True,
090221,1,ANDA,ALFUZOSIN HYDROCHLORIDE,ALFUZOSIN HYDROCHLORIDE,WOCKHARDT BIO AG,2012-08-10,MISSING,False,ALFUZOSIN HYDROCHLORIDE,True,
090222,1,ANDA,METRONIDAZOLE,METRONIDAZOLE,ALEMBIC,2010-05-05,MISSING,False,METRONIDAZOLE,True,
090223,1,ANDA,FLUOXETINE HYDROCHLORIDE,FLUOXETINE HYDROCHLORIDE,ALEMBIC PHARMS LTD,2009-03-19,MISSING,False,FLUOXETINE HYDROCHLORIDE,True,
090227,1,ANDA,AMOXICILLIN AND CLAVULANATE POTASSIUM,AMOXICILLIN; CLAVULANATE POTASSIUM,SANDOZ,2010-04-21,MISSING,False,AMOXICILLIN CLAVULANATE POTASSIUM,True,
090228,1,ANDA,FOSINOPRIL SODIUM AND HYDROCHLOROTHIAZIDE,FOSINOPRIL SODIUM; HYDROCHLOROTHIAZIDE,INVAGEN PHARMS,2009-07-09,MISSING,False,FOSINOPRIL SODIUM HYDROCHLOROTHIAZIDE,True,
090229,1,ANDA,LEVOCETIRIZINE DIHYDROCHLORIDE,LEVOCETIRIZINE DIHYDROCHLORIDE,SYNTHON BV,2010-11-26,MISSING,False,LEVOCETIRIZINE DIHYDROCHLORIDE,True,
090231,1,ANDA,PEG 3350 AND ELECTROLYTES,POLYETHYLENE GLYCOL 3350; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM SULFATE ANHYDROUS,NOVEL LABS INC,2009-06-01,MISSING,False,POLYETHYLENE GLYCOL 3350 POTASSIUM CHLORIDE SODIUM BICARBONATE SODIUM CHLORIDE SODIUM SULFATE ANHYDROUS,True,
090233,1,ANDA,BENZTROPINE MESYLATE,BENZTROPINE MESYLATE,FRESENIUS KABI USA,2009-07-28,MISSING,False,BENZTROPINE MESYLATE,True,
090237,1,ANDA,OLMESARTAN MEDOXOMIL,OLMESARTAN MEDOXOMIL,SANDOZ,2020-04-13,MISSING,False,OLMESARTAN MEDOXOMIL,True,
090239,1,ANDA,OXCARBAZEPINE,OXCARBAZEPINE,JUBILANT CADISTA,2010-01-25,MISSING,False,OXCARBAZEPINE,True,
090240,1,ANDA,IBUTILIDE FUMARATE,IBUTILIDE FUMARATE,LUITPOLD,2010-01-11,MISSING,False,IBUTILIDE FUMARATE,True,
090241,1,ANDA,PRAMIPEXOLE DIHYDROCHLORIDE,PRAMIPEXOLE DIHYDROCHLORIDE,CHARTWELL RX,2010-10-08,MISSING,False,PRAMIPEXOLE DIHYDROCHLORIDE,True,
090242,1,ANDA,GEMCITABINE HYDROCHLORIDE,GEMCITABINE HYDROCHLORIDE,FRESENIUS KABI USA,2011-05-17,MISSING,False,GEMCITABINE HYDROCHLORIDE,True,
090243,1,ANDA,VECURONIUM BROMIDE,VECURONIUM BROMIDE,MYLAN LABS LTD,2010-05-11,MISSING,False,VECURONIUM BROMIDE,True,
090244,1,ANDA,MEMANTINE HYDROCHLORIDE,MEMANTINE HYDROCHLORIDE,CHARTWELL,2018-07-11,MISSING,False,MEMANTINE HYDROCHLORIDE,True,
090245,1,ANDA,AMLODIPINE BESYLATE AND VALSARTAN,AMLODIPINE BESYLATE; VALSARTAN,LUPIN,2015-03-30,MISSING,False,AMLODIPINE BESYLATE VALSARTAN,True,
090246,1,ANDA,LAMIVUDINE AND ZIDOVUDINE,LAMIVUDINE; ZIDOVUDINE,LUPIN LTD,2012-05-15,MISSING,False,LAMIVUDINE ZIDOVUDINE,True,
090247,1,ANDA,DONEPEZIL HYDROCHLORIDE,DONEPEZIL HYDROCHLORIDE,HIKMA PHARMS,2011-05-31,MISSING,False,DONEPEZIL HYDROCHLORIDE,True,
090248,1,ANDA,ALPRAZOLAM,ALPRAZOLAM,STRIDES PHARMA INTL,2010-09-17,MISSING,False,ALPRAZOLAM,True,
090249,1,ANDA,CHLOROQUINE PHOSPHATE,CHLOROQUINE PHOSPHATE,IPCA LABS LTD,2009-12-03,MISSING,False,CHLOROQUINE PHOSPHATE,True,
090250,1,ANDA,VANCOMYCIN HYDROCHLORIDE,VANCOMYCIN HYDROCHLORIDE,PLANO PHARMS,2010-04-27,MISSING,False,VANCOMYCIN HYDROCHLORIDE,True,
090252,1,ANDA,REPAGLINIDE,REPAGLINIDE,QUAGEN,2013-08-23,MISSING,False,REPAGLINIDE,True,
090252,2,ANDA,REPAGLINIDE,REPAGLINIDE,QUAGEN,2014-01-22,MISSING,False,REPAGLINIDE,True,
090253,1,ANDA,MYCOPHENOLATE MOFETIL,MYCOPHENOLATE MOFETIL,ACCORD HLTHCARE,2009-05-04,MISSING,False,MYCOPHENOLATE MOFETIL,True,
090254,1,ANDA,CHILDREN'S CETIRIZINE HYDROCHLORIDE ALLERGY; CHILDREN'S CETIRIZINE HYDROCHLORIDE HIVES RELIEF,CETIRIZINE HYDROCHLORIDE,PERRIGO R AND D,2008-04-09,MISSING,False,CETIRIZINE HYDROCHLORIDE,True,
090255,1,ANDA,HYDRALAZINE HYDROCHLORIDE,HYDRALAZINE HYDROCHLORIDE,INVAGEN PHARMS,2008-12-15,MISSING,False,HYDRALAZINE HYDROCHLORIDE,True,
090256,1,ANDA,FLUOCINONIDE,FLUOCINONIDE,PADAGIS ISRAEL,2014-01-14,MISSING,False,FLUOCINONIDE,True,
090258,1,ANDA,ALENDRONATE SODIUM,ALENDRONATE SODIUM,HANGZHOU BINJIANG,2009-09-24,MISSING,False,ALENDRONATE SODIUM,True,
090260,1,ANDA,LORAZEPAM,LORAZEPAM,PHARM ASSOC,2010-06-15,MISSING,False,LORAZEPAM,True,
090261,1,ANDA,LEVETIRACETAM,LEVETIRACETAM,MYLAN,2009-12-08,MISSING,False,LEVETIRACETAM,True,
090263,1,ANDA,LEVETIRACETAM,LEVETIRACETAM,CHARTWELL MOLECULAR,2009-04-03,MISSING,False,LEVETIRACETAM,True,
090265,1,ANDA,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,ACETAMINOPHEN; HYDROCODONE BITARTRATE,CARACO,2008-12-23,MISSING,False,ACETAMINOPHEN HYDROCODONE BITARTRATE,True,
090266,1,ANDA,EPIRUBICIN HYDROCHLORIDE,EPIRUBICIN HYDROCHLORIDE,PHARMOBEDIENT,2011-04-15,MISSING,False,EPIRUBICIN HYDROCHLORIDE,True,
090268,1,ANDA,LEVOFLOXACIN,LEVOFLOXACIN,SCIEGEN PHARMS,2010-12-20,MISSING,False,LEVOFLOXACIN,True,
090269,1,ANDA,CICLOPIROX,CICLOPIROX,SUN PHARMA CANADA,2011-02-23,MISSING,False,CICLOPIROX,True,
090270,1,ANDA,MELPHALAN HYDROCHLORIDE,MELPHALAN HYDROCHLORIDE,MYLAN INSTITUTIONAL,2009-06-09,MISSING,False,MELPHALAN HYDROCHLORIDE,True,
090273,1,ANDA,CICLOPIROX,CICLOPIROX,GLENMARK PHARMS,2009-11-10,MISSING,False,CICLOPIROX,True,
090278,1,ANDA,TOPIRAMATE,TOPIRAMATE,SUN PHARM,2009-03-27,MISSING,False,TOPIRAMATE,True,
090279,1,ANDA,BUPRENORPHINE HYDROCHLORIDE,BUPRENORPHINE HYDROCHLORIDE,RUBICON RESEARCH,2015-06-10,MISSING,False,BUPRENORPHINE HYDROCHLORIDE,True,
090283,1,ANDA,FAMOTIDINE,FAMOTIDINE,SUN PHARM INDS LTD,2009-11-17,MISSING,False,FAMOTIDINE,True,
090284,1,ANDA,ALFUZOSIN HYDROCHLORIDE,ALFUZOSIN HYDROCHLORIDE,INVAGEN PHARMS,2012-01-17,MISSING,False,ALFUZOSIN HYDROCHLORIDE,True,
090287,1,ANDA,BENZTROPINE MESYLATE,BENZTROPINE MESYLATE,HIKMA FARMACEUTICA,2009-08-31,MISSING,False,BENZTROPINE MESYLATE,True,
090288,1,ANDA,NARATRIPTAN,NARATRIPTAN HYDROCHLORIDE,CHARTWELL RX,2010-07-07,MISSING,False,NARATRIPTAN HYDROCHLORIDE,True,
090289,1,ANDA,LETROZOLE,LETROZOLE,TEVA PHARMS,2011-06-03,MISSING,False,LETROZOLE,True,
090290,1,ANDA,DONEPEZIL HYDROCHLORIDE,DONEPEZIL HYDROCHLORIDE,AIPING PHARM INC,2011-05-31,MISSING,False,DONEPEZIL HYDROCHLORIDE,True,
090291,1,ANDA,CEFEPIME HYDROCHLORIDE,CEFEPIME HYDROCHLORIDE,CHARTWELL RX,2010-12-21,MISSING,False,CEFEPIME HYDROCHLORIDE,True,
090292,1,ANDA,LETROZOLE,LETROZOLE,ACTAVIS TOTOWA,2011-07-13,MISSING,False,LETROZOLE,True,
090293,1,ANDA,GILDESS 24 FE,ETHINYL ESTRADIOL; NORETHINDRONE ACETATE,PH HEALTH,2014-12-01,MISSING,False,ETHINYL ESTRADIOL NORETHINDRONE ACETATE,True,
090294,1,ANDA,BENZTROPINE MESYLATE,BENZTROPINE MESYLATE,INVAGEN PHARMS,2010-03-29,MISSING,False,BENZTROPINE MESYLATE,True,
090295,1,ANDA,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,MARKSANS PHARMA,2016-04-29,MISSING,False,METFORMIN HYDROCHLORIDE,True,
090296,1,ANDA,PANTOPRAZOLE SODIUM,PANTOPRAZOLE SODIUM,SANDOZ,2015-07-14,MISSING,False,PANTOPRAZOLE SODIUM,True,
090297,1,ANDA,LEVALBUTEROL HYDROCHLORIDE,LEVALBUTEROL HYDROCHLORIDE,TEVA PHARMS USA,2013-04-26,MISSING,False,LEVALBUTEROL HYDROCHLORIDE,True,
090299,1,ANDA,MELPHALAN HYDROCHLORIDE,MELPHALAN HYDROCHLORIDE,MYLAN INSTITUTIONAL,2009-10-27,MISSING,False,MELPHALAN HYDROCHLORIDE,True,
090300,1,ANDA,CHILDREN'S CETIRIZINE HYDROCHLORIDE ALLERGY; CHILDREN'S CETIRIZINE HYDROCHLORIDE HIVES RELIEF,CETIRIZINE HYDROCHLORIDE,CYPRESS PHARM,2008-10-10,MISSING,False,CETIRIZINE HYDROCHLORIDE,True,
090303,1,ANDA,MELPHALAN HYDROCHLORIDE,MELPHALAN HYDROCHLORIDE,HIKMA,2010-10-28,MISSING,False,MELPHALAN HYDROCHLORIDE,True,
090304,1,ANDA,DACTINOMYCIN,DACTINOMYCIN,HIKMA,2010-03-16,MISSING,False,DACTINOMYCIN,True,
090305,1,ANDA,LEVOFLOXACIN; DEXTROSE,LEVOFLOXACIN; DEXTROSE,BEDFORD LABS,2010-12-01,MISSING,False,LEVOFLOXACIN DEXTROSE,True,
090307,1,ANDA,CLOPIDOGREL BISULFATE,CLOPIDOGREL BISULFATE,ACTAVIS TOTOWA,2013-05-28,MISSING,False,CLOPIDOGREL BISULFATE,True,
090308,1,ANDA,CLOZAPINE,CLOZAPINE,BARR LABS INC,2015-11-25,MISSING,False,CLOZAPINE,True,
090308,2,ANDA,CLOZAPINE,CLOZAPINE,BARR LABS INC,2018-04-09,MISSING,False,CLOZAPINE,True,
090309,1,ANDA,"ABACAVIR SULFATE, LAMIVUDINE AND ZIDOVUDINE",ABACAVIR SULFATE; LAMIVUDINE; ZIDOVUDINE,MYLAN PHARMA,2009-07-15,MISSING,False,ABACAVIR SULFATE LAMIVUDINE ZIDOVUDINE,True,
090310,1,ANDA,SUMATRIPTAN SUCCINATE,SUMATRIPTAN SUCCINATE,ZYDUS,2010-08-11,MISSING,False,SUMATRIPTAN SUCCINATE,True,
090311,1,ANDA,MYCOPHENOLATE MOFETIL HYDROCHLORIDE,MYCOPHENOLATE MOFETIL HYDROCHLORIDE,BEDFORD LABS,2010-09-30,MISSING,False,MYCOPHENOLATE MOFETIL HYDROCHLORIDE,True,
090313,1,ANDA,SODIUM POLYSTYRENE SULFONATE,SODIUM POLYSTYRENE SULFONATE,UPSHER SMITH LABS,2011-12-21,MISSING,False,SODIUM POLYSTYRENE SULFONATE,True,
090314,1,ANDA,SUMATRIPTAN SUCCINATE,SUMATRIPTAN SUCCINATE,ONESOURCE SPECIALTY,2010-06-10,MISSING,False,SUMATRIPTAN SUCCINATE,True,
090315,1,ANDA,MIDAZOLAM HYDROCHLORIDE PRESERVATIVE FREE,MIDAZOLAM HYDROCHLORIDE,ONESOURCE SPECIALTY,2010-11-29,MISSING,False,MIDAZOLAM HYDROCHLORIDE,True,
090316,1,ANDA,MIDOZALAM HYDROCHLORIDE,MIDAZOLAM HYDROCHLORIDE,ONESOURCE SPECIALTY,2011-05-04,MISSING,False,MIDAZOLAM HYDROCHLORIDE,True,
090317,1,ANDA,METOPROLOL TARTRATE,METOPROLOL TARTRATE,ONESOURCE SPECIALTY,2010-04-19,MISSING,False,METOPROLOL TARTRATE,True,
090318,1,ANDA,ROPIVACAINE HYDROCHLORIDE,ROPIVACAINE HYDROCHLORIDE,RISING,2014-09-23,MISSING,False,ROPIVACAINE HYDROCHLORIDE,True,
090321,1,ANDA,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE,ZYDUS PHARMS USA INC,2011-03-25,MISSING,False,PROPRANOLOL HYDROCHLORIDE,True,
090323,1,ANDA,QUETIAPINE FUMARATE,QUETIAPINE FUMARATE,PHARMOBEDIENT,2012-03-27,MISSING,False,QUETIAPINE FUMARATE,True,
090324,1,ANDA,CARBIDOPA AND LEVODOPA,CARBIDOPA; LEVODOPA,PHARMOBEDIENT,2009-09-28,MISSING,False,CARBIDOPA LEVODOPA,True,
090325,1,ANDA,BUPROPION HYDROCHLORIDE,BUPROPION HYDROCHLORIDE,AUROBINDO PHARMA USA,2010-04-08,MISSING,False,BUPROPION HYDROCHLORIDE,True,
090326,1,ANDA,LIOTHYRONINE SODIUM,LIOTHYRONINE SODIUM,PHARMOBEDIENT,2009-07-14,MISSING,False,LIOTHYRONINE SODIUM,True,
090329,1,ANDA,CLONIDINE HYDROCHLORIDE,CLONIDINE HYDROCHLORIDE,SUN PHARM INDS INC,2014-07-03,MISSING,False,CLONIDINE HYDROCHLORIDE,True,
090330,1,ANDA,ZOLEDRONIC ACID,ZOLEDRONIC ACID,PHARMAFORCE,2009-05-20,MISSING,False,ZOLEDRONIC ACID,True,
090331,1,ANDA,LANSOPRAZOLE,LANSOPRAZOLE,SANDOZ,2010-04-23,MISSING,False,LANSOPRAZOLE,True,
090334,1,ANDA,BACLOFEN,BACLOFEN,SOMERSET THERAPS LLC,2010-02-18,MISSING,False,BACLOFEN,True,
090335,1,ANDA,GABAPENTIN,GABAPENTIN,PHARMOBEDIENT,2010-06-01,MISSING,False,GABAPENTIN,True,
090339,1,ANDA,AMPICILLIN AND SULBACTAM,AMPICILLIN SODIUM; SULBACTAM SODIUM,EUGIA PHARMA SPECLTS,2010-09-20,MISSING,False,AMPICILLIN SODIUM SULBACTAM SODIUM,True,
090340,1,ANDA,AMPICILLIN AND SULBACTAM,AMPICILLIN SODIUM; SULBACTAM SODIUM,EUGIA PHARMA SPECLTS,2010-09-20,MISSING,False,AMPICILLIN SODIUM SULBACTAM SODIUM,True,
090343,1,ANDA,LEVOFLOXACIN IN DEXTROSE 5% IN PLASTIC CONTAINER,LEVOFLOXACIN,INFORLIFE,2011-07-07,MISSING,False,LEVOFLOXACIN,True,
090346,1,ANDA,BENZPHETAMINE HYDROCHLORIDE,BENZPHETAMINE HYDROCHLORIDE,EPIC PHARMA LLC,2015-12-15,MISSING,False,BENZPHETAMINE HYDROCHLORIDE,True,
090347,1,ANDA,RISPERIDONE,RISPERIDONE,SUN PHARMA CANADA,2011-02-07,MISSING,False,RISPERIDONE,True,
090348,1,ANDA,ZIPRASIDONE HYDROCHLORIDE,ZIPRASIDONE HYDROCHLORIDE,CHARTWELL RX,2012-09-05,MISSING,False,ZIPRASIDONE HYDROCHLORIDE,True,
090349,1,ANDA,AMPICILLIN AND SULBACTAM,AMPICILLIN SODIUM; SULBACTAM SODIUM,EUGIA PHARMA SPECLTS,2010-09-20,MISSING,False,AMPICILLIN SODIUM SULBACTAM SODIUM,True,
090351,1,ANDA,IRBESARTAN AND HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE; IRBESARTAN,HIKMA,2012-10-15,MISSING,False,HYDROCHLOROTHIAZIDE IRBESARTAN,True,
090351,2,ANDA,IRBESARTAN AND HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE; IRBESARTAN,HIKMA,2017-06-08,MISSING,False,HYDROCHLOROTHIAZIDE IRBESARTAN,True,
090352,1,ANDA,PEMETREXED,PEMETREXED SODIUM,TEVA PHARMS USA,2019-05-20,MISSING,False,PEMETREXED SODIUM,True,
090353,1,ANDA,TOPIRAMATE,TOPIRAMATE,SENORES PHARMS,2010-09-01,MISSING,False,TOPIRAMATE,True,
090354,1,ANDA,AMPICILLIN SODIUM,AMPICILLIN SODIUM,ANTIBIOTICE,2009-12-28,MISSING,False,AMPICILLIN SODIUM,True,
090355,1,ANDA,THEOPHYLLINE,THEOPHYLLINE,GLENMARK PHARMS LTD,2010-07-13,MISSING,False,THEOPHYLLINE,True,
090356,1,ANDA,NALTREXONE HYDROCHLORIDE,NALTREXONE HYDROCHLORIDE,SUN PHARM,2012-02-24,MISSING,False,NALTREXONE HYDROCHLORIDE,True,
090357,1,ANDA,CAFFEINE CITRATE,CAFFEINE CITRATE,SUN PHARM,2009-09-30,MISSING,False,CAFFEINE CITRATE,True,
090358,1,ANDA,SUMATRIPTAN SUCCINATE,SUMATRIPTAN SUCCINATE,SUN PHARM,2011-06-21,MISSING,False,SUMATRIPTAN SUCCINATE,True,
090359,1,ANDA,MEFENAMIC ACID,MEFENAMIC ACID,MPP PHARMA,2013-02-05,MISSING,False,MEFENAMIC ACID,True,
090360,1,ANDA,BUPRENORPHINE HYDROCHLORIDE,BUPRENORPHINE HYDROCHLORIDE,BARR,2010-05-07,MISSING,False,BUPRENORPHINE HYDROCHLORIDE,True,
090362,1,ANDA,LEVOCETIRIZINE DIHYDROCHLORIDE,LEVOCETIRIZINE DIHYDROCHLORIDE,SUN PHARM,2013-01-31,MISSING,False,LEVOCETIRIZINE DIHYDROCHLORIDE,True,
090364,1,ANDA,AMLODIPINE BESYLATE AND BENAZEPRIL HYDROCHLORIDE,AMLODIPINE BESYLATE; BENAZEPRIL HYDROCHLORIDE,WATSON LABS INC,2011-07-05,MISSING,False,AMLODIPINE BESYLATE BENAZEPRIL HYDROCHLORIDE,True,
090365,1,ANDA,FELODIPINE,FELODIPINE,GLENMARK PHARMS LTD,2010-12-17,MISSING,False,FELODIPINE,True,
090367,1,ANDA,LEVOFLOXACIN,LEVOFLOXACIN,CHARTWELL RX,2011-06-20,MISSING,False,LEVOFLOXACIN,True,
090368,1,ANDA,FLUOROURACIL,FLUOROURACIL,TARO,2010-03-05,MISSING,False,FLUOROURACIL,True,
090370,1,ANDA,VALACYCLOVIR HYDROCHLORIDE,VALACYCLOVIR HYDROCHLORIDE,WATSON LABS INC,2011-03-16,MISSING,False,VALACYCLOVIR HYDROCHLORIDE,True,
090371,1,ANDA,LOPINAVIR; RITONAVIR,LOPINAVIR; RITONAVIR,CIPLA LIMITED,2009-11-20,MISSING,False,LOPINAVIR RITONAVIR,True,
090372,1,ANDA,ZAFIRLUKAST,ZAFIRLUKAST,DR REDDYS LABS LTD,2010-11-18,MISSING,False,ZAFIRLUKAST,True,
090374,1,ANDA,ZALEPLON,ZALEPLON,ORBION PHARMS,2009-09-17,MISSING,False,ZALEPLON,True,
090375,1,ANDA,AMPICILLIN AND SULBACTAM,AMPICILLIN SODIUM; SULBACTAM SODIUM,HOSPIRA INC,2011-12-21,MISSING,False,AMPICILLIN SODIUM SULBACTAM SODIUM,True,
090377,1,ANDA,TAMSULOSIN HYDROCHLORIDE,TAMSULOSIN HYDROCHLORIDE,IMPAX LABS,2010-03-02,MISSING,False,TAMSULOSIN HYDROCHLORIDE,True,
090378,1,ANDA,CHILDREN'S CETIRIZINE HYDROCHLORIDE ALLERGY; CHILDREN'S CETIRIZINE HYDROCHLORIDE HIVES RELIEF,CETIRIZINE HYDROCHLORIDE,CHARTWELL RX,2008-05-09,MISSING,False,CETIRIZINE HYDROCHLORIDE,True,
090379,1,ANDA,BUDESONIDE,BUDESONIDE,BARR LABS DIV TEVA,2014-04-02,MISSING,False,BUDESONIDE,True,
