ApplNo,SubmissionType,SubmissionNo,SubmissionStatus,SubmissionStatusDate,approval_year,ReviewPriority_raw,ReviewPriority,ApplType_raw,ApplType,SponsorName,DrugName,ActiveIngredient,n_products,ProductNo_list,SubmissionClassCodeID,SubmissionClassCode,SubmissionClassCodeDescription
007392,ORIG,1,AP,1950-07-19,1950,STANDARD,STANDARD,NDA,NDA,LILLY,SECONAL SODIUM,SECOBARBITAL SODIUM,1.0,002,9,TYPE 2,Type 2 - New Active Ingredient
007409,ORIG,1,AP,1950-05-11,1950,STANDARD,STANDARD,NDA,NDA,ALLERGAN,BENTYL,DICYCLOMINE HYDROCHLORIDE,2.0,001; 003,7,TYPE 1,Type 1 - New Molecular Entity
007504,ORIG,1,AP,1950-07-03,1950,PRIORITY,PRIORITY,NDA,NDA,SANOFI AVENTIS US,ACTHAR,CORTICOTROPIN,2.0,002; 003,7,TYPE 1,Type 1 - New Molecular Entity
007513,ORIG,1,AP,1950-07-13,1950,PRIORITY,PRIORITY,NDA,NDA,HOSPIRA,LEVOPHED,NOREPINEPHRINE BITARTRATE,1.0,001,7,TYPE 1,Type 1 - New Molecular Entity
007514,ORIG,1,AP,1950-06-13,1950,STANDARD,STANDARD,,UNKNOWN,,,,,,9,TYPE 2,Type 2 - New Active Ingredient
007517,ORIG,1,AP,1950-06-21,1950,PRIORITY,PRIORITY,NDA,NDA,KING PHARMS,TAPAZOLE,METHIMAZOLE,2.0,002; 004,7,TYPE 1,Type 1 - New Molecular Entity
007518,ORIG,1,AP,1950-07-11,1950,,UNKNOWN,,UNKNOWN,,,,,,,,
007529,ORIG,1,AP,1950-07-12,1950,PRIORITY,PRIORITY,NDA,NDA,LILLY,QUINIDINE GLUCONATE,QUINIDINE GLUCONATE,1.0,002,9,TYPE 2,Type 2 - New Active Ingredient
007600,ORIG,1,AP,1954-07-09,1954,STANDARD,STANDARD,NDA,NDA,PARKEDALE,SURITAL,THIAMYLAL SODIUM,3.0,003; 005; 009,7,TYPE 1,Type 1 - New Molecular Entity
007638,ORIG,1,AP,1950-08-15,1950,STANDARD,STANDARD,NDA,NDA,BAYER HEALTHCARE LLC,CHLOR-TRIMETON,CHLORPHENIRAMINE MALEATE,2.0,001; 002,12,TYPE 3,Type 3 - New Dosage Form
007659,ORIG,1,AP,1950-11-17,1950,STANDARD,STANDARD,,UNKNOWN,,,,,,15,TYPE 5,Type 5 - New Formulation or New Manufacturer
007663,ORIG,1,AP,1952-08-11,1952,PRIORITY,PRIORITY,,UNKNOWN,,,,,,9,TYPE 2,Type 2 - New Active Ingredient
007678,ORIG,1,AP,1950-09-25,1950,,UNKNOWN,,UNKNOWN,,,,,,,,
007707,ORIG,1,AP,1951-06-28,1951,PRIORITY,PRIORITY,NDA,NDA,ABBVIE,PHENURONE,PHENACEMIDE,1.0,001,7,TYPE 1,Type 1 - New Molecular Entity
007750,ORIG,1,AP,1950-12-04,1950,STANDARD,STANDARD,NDA,NDA,MERCK,CORTONE,CORTISONE ACETATE,1.0,003,12,TYPE 3,Type 3 - New Dosage Form
007794,ORIG,1,AP,1951-03-07,1951,STANDARD,STANDARD,NDA,NDA,TEVA,NEOTHYLLINE,DYPHYLLINE,3.0,001; 002; 003,7,TYPE 1,Type 1 - New Molecular Entity
007814,ORIG,1,AP,1980-03-03,1980,STANDARD,STANDARD,,UNKNOWN,,,,,,14,TYPE 4,Type 4 - New Combination
007821,ORIG,1,AP,1957-03-13,1957,STANDARD,STANDARD,,UNKNOWN,,,,,,9,TYPE 2,Type 2 - New Active Ingredient
007853,ORIG,1,AP,1975-07-11,1975,,UNKNOWN,,UNKNOWN,,,,,,,,
007871,ORIG,1,AP,1952-01-16,1952,,UNKNOWN,,UNKNOWN,,,,,,,,
007883,ORIG,1,AP,1951-08-28,1951,PRIORITY,PRIORITY,NDA,NDA,TEVA WOMENS,ANTABUSE,DISULFIRAM,2.0,002; 003,7,TYPE 1,Type 1 - New Molecular Entity
007898,ORIG,1,AP,1951-04-26,1951,PRIORITY,PRIORITY,NDA,NDA,MERCK,BENEMID,PROBENECID,1.0,004,7,TYPE 1,Type 1 - New Molecular Entity
007919,ORIG,1,AP,1951-08-13,1951,,UNKNOWN,,UNKNOWN,,,,,,,,
007935,ORIG,1,AP,1951-03-29,1951,STANDARD,STANDARD,NDA,NDA,DELCOR ASSET CORP,PHENERGAN,PROMETHAZINE HYDROCHLORIDE,3.0,002; 003; 004,12,TYPE 3,Type 3 - New Dosage Form
007936,ORIG,1,AP,1951-05-17,1951,STANDARD,STANDARD,NDA,NDA,CHATTEM,SELSUN,SELENIUM SULFIDE,1.0,001,12,TYPE 3,Type 3 - New Dosage Form
007942,ORIG,1,AP,1951-06-08,1951,STANDARD,STANDARD,NDA,NDA,FOREST LABS,SUS-PHRINE SULFITE FREE,EPINEPHRINE,2.0,001; 003,15,TYPE 5,Type 5 - New Formulation or New Manufacturer
007959,ORIG,1,AP,1951-05-03,1951,PRIORITY,PRIORITY,NDA,NDA,PAI HOLDINGS PHARM,TENSILON; TENSILON PRESERVATIVE FREE,EDROPHONIUM CHLORIDE,2.0,001; 002,7,TYPE 1,Type 1 - New Molecular Entity
007961,ORIG,1,AP,1951-04-30,1951,STANDARD,STANDARD,NDA,NDA,APTALIS PHARMA US,BENTYL,DICYCLOMINE HYDROCHLORIDE,1.0,002,12,TYPE 3,Type 3 - New Dosage Form
008021,ORIG,1,AP,1951-06-22,1951,,UNKNOWN,,UNKNOWN,,,,,,,,
008032,ORIG,1,AP,1951-07-16,1951,PRIORITY,PRIORITY,NDA,NDA,GE HEALTHCARE,TELEPAQUE,IOPANOIC ACID,1.0,001,7,TYPE 1,Type 1 - New Molecular Entity
008048,ORIG,1,AP,1951-05-17,1951,STANDARD,STANDARD,NDA,NDA,ASTRAZENECA,XYLOCAINE,LIDOCAINE,1.0,001,9,TYPE 2,Type 2 - New Active Ingredient
008070,ORIG,1,AP,1952-01-29,1952,,UNKNOWN,,UNKNOWN,,,,,,,,
008072,ORIG,1,AP,1997-06-25,1997,STANDARD,STANDARD,,UNKNOWN,,,,,,7,TYPE 1,Type 1 - New Molecular Entity
008082,ORIG,1,AP,1951-07-31,1951,STANDARD,STANDARD,,UNKNOWN,,,,,,14,TYPE 4,Type 4 - New Combination
008085,ORIG,1,AP,1953-12-07,1953,PRIORITY,PRIORITY,NDA,NDA,STRIDES PHARMA INTL,METHOTREXATE SODIUM,METHOTREXATE SODIUM,1.0,002,7,TYPE 1,Type 1 - New Molecular Entity
008107,ORIG,1,AP,1952-06-20,1952,PRIORITY,PRIORITY,NDA,NDA,HOSPIRA,LEUCOVORIN CALCIUM,LEUCOVORIN CALCIUM,5.0,001; 002; 003; 004; 005,7,TYPE 1,Type 1 - New Molecular Entity
008126,ORIG,1,AP,1951-11-02,1951,STANDARD,STANDARD,NDA,NDA,PHARMACIA AND UPJOHN,CORTISONE ACETATE,CORTISONE ACETATE,4.0,001; 002; 003; 004,15,TYPE 5,Type 5 - New Formulation or New Manufacturer
008160,ORIG,1,AP,1952-04-09,1952,STANDARD,STANDARD,,UNKNOWN,,,,,,14,TYPE 4,Type 4 - New Combination
008167,ORIG,1,AP,1952-06-25,1952,,UNKNOWN,,UNKNOWN,,,,,,,,
008173,ORIG,1,AP,1952-11-10,1952,PRIORITY,PRIORITY,NDA,NDA,VALEANT PHARM INTL,BENOQUIN,MONOBENZONE,1.0,003,7,TYPE 1,Type 1 - New Molecular Entity
008176,ORIG,1,AP,1951-10-26,1951,,UNKNOWN,,UNKNOWN,,,,,,,,
008200,ORIG,1,AP,2001-09-17,2001,PRIORITY,PRIORITY,,UNKNOWN,,,,,,15,TYPE 5,Type 5 - New Formulation or New Manufacturer
008228,ORIG,1,AP,1951-12-21,1951,STANDARD,STANDARD,NDA,NDA,MERCK,HYDROCORTONE,HYDROCORTISONE ACETATE,2.0,001; 004,9,TYPE 2,Type 2 - New Active Ingredient
008248,ORIG,1,AP,1951-12-29,1951,STANDARD,STANDARD,NDA,NDA,BAXTER HLTHCARE CORP,WYAMINE SULFATE,MEPHENTERMINE SULFATE,2.0,001; 002,12,TYPE 3,Type 3 - New Dosage Form
008256,ORIG,1,AP,1951-12-21,1951,STANDARD,STANDARD,,UNKNOWN,,,,,,12,TYPE 3,Type 3 - New Dosage Form
008278,ORIG,1,AP,1952-01-30,1952,PRIORITY,PRIORITY,NDA,NDA,NOVARTIS,REGITINE,PHENTOLAMINE MESYLATE,1.0,003,7,TYPE 1,Type 1 - New Molecular Entity
008279,ORIG,1,AP,1952-01-24,1952,PRIORITY,PRIORITY,,UNKNOWN,,,,,,7,TYPE 1,Type 1 - New Molecular Entity
008284,ORIG,1,AP,1952-01-14,1952,STANDARD,STANDARD,NDA,NDA,PANRAY,CORTISONE ACETATE,CORTISONE ACETATE,2.0,001; 002,15,TYPE 5,Type 5 - New Formulation or New Manufacturer
008303,ORIG,1,AP,1953-01-15,1953,PRIORITY,PRIORITY,NDA,NDA,NOVARTIS,APRESOLINE,HYDRALAZINE HYDROCHLORIDE,5.0,001; 002; 003; 004; 005,7,TYPE 1,Type 1 - New Molecular Entity
008306,ORIG,1,AP,1952-01-21,1952,STANDARD,STANDARD,NDA,NDA,ANI PHARMS,PHENERGAN W/ CODEINE; PHENERGAN VC W/ CODEINE,CODEINE PHOSPHATE; PROMETHAZINE HYDROCHLORIDE; CODEINE PHOSPHATE; PHENYLEPHRINE HYDROCHLORIDE; PROMETHAZINE HYDROCHLORIDE,2.0,004; 005,14,TYPE 4,Type 4 - New Combination
008316,ORIG,1,AP,1952-01-23,1952,STANDARD,STANDARD,NDA,NDA,SANOFI AVENTIS US,PRIMAQUINE,PRIMAQUINE PHOSPHATE,1.0,001,15,TYPE 5,Type 5 - New Formulation or New Manufacturer
008317,ORIG,1,AP,1952-03-14,1952,STANDARD,STANDARD,NDA,NDA,PARKEDALE,ACTH,CORTICOTROPIN,2.0,002; 004,15,TYPE 5,Type 5 - New Formulation or New Manufacturer
008319,ORIG,1,AP,1997-06-25,1997,STANDARD,STANDARD,NDA,NDA,NOVARTIS,BUTAZOLIDIN,PHENYLBUTAZONE,2.0,008; 009,8,TYPE 1/4,Type 1 - New Molecular Entity and Type 4 - New Combination
008326,ORIG,1,AP,1952-04-14,1952,,UNKNOWN,,UNKNOWN,,,,,,,,
008328,ORIG,1,AP,1952-05-20,1952,,UNKNOWN,,UNKNOWN,,,,,,,,
008362,ORIG,1,AP,1952-05-15,1952,,UNKNOWN,,UNKNOWN,,,,,,,,
008370,ORIG,1,AP,1952-08-13,1952,STANDARD,STANDARD,NDA,NDA,ABBVIE,BENTYL; BENTYL PRESERVATIVE FREE,DICYCLOMINE HYDROCHLORIDE,2.0,001; 002,12,TYPE 3,Type 3 - New Dosage Form
008372,ORIG,1,AP,1952-04-29,1952,STANDARD,STANDARD,NDA,NDA,MALLINCKRODT IRELAND,ACTHAR GEL (AUTOINJECTOR); ACTHAR GEL,CORTICOTROPIN,4.0,003; 004; 006; 008,15,TYPE 5,Type 5 - New Formulation or New Manufacturer
008381,ORIG,1,AP,1952-04-11,1952,STANDARD,STANDARD,NDA,NDA,ANI PHARMS,PROMETHAZINE HYDROCHLORIDE PLAIN,PROMETHAZINE HYDROCHLORIDE,2.0,003; 004,9,TYPE 2,Type 2 - New Active Ingredient
008418,ORIG,1,AP,1952-05-12,1952,,UNKNOWN,,UNKNOWN,,,,,,,,
008453,ORIG,1,AP,1952-08-20,1952,PRIORITY,PRIORITY,NDA,NDA,SANDOZ,ANECTINE,SUCCINYLCHOLINE CHLORIDE,4.0,001; 002; 003; 004,7,TYPE 1,Type 1 - New Molecular Entity
008506,ORIG,1,AP,1952-08-05,1952,PRIORITY,PRIORITY,NDA,NDA,MERCK,HYDROCORTONE,HYDROCORTISONE,2.0,007; 011,11,TYPE 2/4,Type 2 New Active Ingredient and Type 4 New Combination
008536,ORIG,1,AP,1952-08-29,1952,,UNKNOWN,,UNKNOWN,,,,,,,,
008564,ORIG,1,AP,1952-09-19,1952,,UNKNOWN,,UNKNOWN,,,,,,,,
008565,ORIG,1,AP,1953-10-28,1953,STANDARD,STANDARD,NDA,NDA,WYETH AYERST,THIOSULFIL,SULFAMETHIZOLE,2.0,001; 004,7,TYPE 1,Type 1 - New Molecular Entity
008578,ORIG,1,AP,1953-01-23,1953,PRIORITY,PRIORITY,NDA,NDA,TILDE SCIENCES,DARAPRIM,PYRIMETHAMINE,1.0,001,7,TYPE 1,Type 1 - New Molecular Entity
008592,ORIG,1,AP,1952-09-19,1952,STANDARD,STANDARD,NDA,NDA,EASTMAN KODAK,RAVOCAINE AND NOVOCAIN W/ LEVOPHED; RAVOCAINE AND NOVOCAIN W/ NEO-COBEFRIN,NOREPINEPHRINE BITARTRATE; PROCAINE HYDROCHLORIDE; PROPOXYCAINE HYDROCHLORIDE; LEVONORDEFRIN; PROCAINE HYDROCHLORIDE; PROPOXYCAINE HYDROCHLORIDE,2.0,003; 007,8,TYPE 1/4,Type 1 - New Molecular Entity and Type 4 - New Combination
008595,ORIG,1,AP,1952-09-05,1952,STANDARD,STANDARD,,UNKNOWN,,,,,,14,TYPE 4,Type 4 - New Combination
008604,ORIG,1,AP,1954-09-14,1954,STANDARD,STANDARD,NDA,NDA,ANI PHARMS,PHENERGAN VC,PHENYLEPHRINE HYDROCHLORIDE; PROMETHAZINE HYDROCHLORIDE,1.0,003,14,TYPE 4,Type 4 - New Combination
008612,ORIG,1,AP,1953-02-25,1953,STANDARD,STANDARD,,UNKNOWN,,,,,,15,TYPE 5,Type 5 - New Formulation or New Manufacturer
008614,ORIG,1,AP,1953-01-02,1953,,UNKNOWN,,UNKNOWN,,,,,,,,
008655,ORIG,1,AP,1952-11-10,1952,,UNKNOWN,,UNKNOWN,,,,,,,,
008658,ORIG,1,AP,1980-03-03,1980,STANDARD,STANDARD,,UNKNOWN,,,,,,14,TYPE 4,Type 4 - New Combination
008662,ORIG,1,AP,1952-09-29,1952,STANDARD,STANDARD,NDA,NDA,SANDOZ,NYDRAZID,ISONIAZID,1.0,001,12,TYPE 3,Type 3 - New Dosage Form
008678,ORIG,1,AP,1952-11-17,1952,STANDARD,STANDARD,NDA,NDA,EPIC PHARMA LLC,ISONIAZID,ISONIAZID,2.0,002; 003,15,TYPE 5,Type 5 - New Formulation or New Manufacturer
008693,ORIG,1,AP,1953-02-06,1953,PRIORITY,PRIORITY,NDA,NDA,PROCTER AND GAMBLE,FURADANTIN,NITROFURANTOIN,2.0,001; 002,7,TYPE 1,Type 1 - New Molecular Entity
008697,ORIG,1,AP,1952-12-15,1952,STANDARD,STANDARD,NDA,NDA,PHARMACIA AND UPJOHN,CORTEF,HYDROCORTISONE,3.0,001; 002; 003,15,TYPE 5,Type 5 - New Formulation or New Manufacturer
008708,ORIG,1,AP,1953-01-26,1953,PRIORITY,PRIORITY,NDA,NDA,ADVANZ PHARMA,DIBENZYLINE,PHENOXYBENZAMINE HYDROCHLORIDE,1.0,001,7,TYPE 1,Type 1 - New Molecular Entity
008716,ORIG,1,AP,1953-03-13,1953,,UNKNOWN,,UNKNOWN,,,,,,,,
008717,ORIG,1,AP,1955-06-13,1955,STANDARD,STANDARD,,UNKNOWN,,,,,,15,TYPE 5,Type 5 - New Formulation or New Manufacturer
008718,ORIG,1,AP,1953-01-08,1953,PRIORITY,PRIORITY,,UNKNOWN,,,,,,7,TYPE 1,Type 1 - New Molecular Entity
008719,ORIG,1,AP,1953-01-08,1953,PRIORITY,PRIORITY,NDA,NDA,VALEANT PHARM INTL,LEVO-DROMORAN,LEVORPHANOL TARTRATE,1.0,001,12,TYPE 3,Type 3 - New Dosage Form
008720,ORIG,1,AP,1953-01-08,1953,PRIORITY,PRIORITY,NDA,NDA,VALEANT PHARM INTL,LEVO-DROMORAN,LEVORPHANOL TARTRATE,1.0,001,12,TYPE 3,Type 3 - New Dosage Form
008729,ORIG,1,AP,1970-07-17,1970,,UNKNOWN,,UNKNOWN,,,,,,,,
008732,ORIG,1,AP,1953-04-02,1953,STANDARD,STANDARD,NDA,NDA,SHIRE,PRO-BANTHINE,PROPANTHELINE BROMIDE,2.0,002; 003,7,TYPE 1,Type 1 - New Molecular Entity
008762,ORIG,1,AP,1953-01-06,1953,STANDARD,STANDARD,NDA,NDA,VIATRIS,DILANTIN-125; DILANTIN-30,PHENYTOIN,2.0,001; 002,9,TYPE 2,Type 2 - New Active Ingredient
008809,ORIG,1,AP,1953-02-20,1953,STANDARD,STANDARD,NDA,NDA,HOSPIRA,M.V.I.-12 ADULT,ASCORBIC ACID; BIOTIN; CYANOCOBALAMIN; DEXPANTHENOL; ERGOCALCIFEROL; FOLIC ACID; NIACINAMIDE; PYRIDOXINE HYDROCHLORIDE; RIBOFLAVIN 5'-PHOSPHATE SODIUM; THIAMINE HYDROCHLORIDE; VITAMIN A; VITAMIN E; ASCORBIC ACID; BIOTIN; CYANOCOBALAMIN; DEXPANTHENOL; ERGOCALCIFEROL; FOLIC ACID; NIACINAMIDE; PYRIDOXINE HYDROCHLORIDE; RIBOFLAVIN; THIAMINE HYDROCHLORIDE; VITAMIN A; VITAMIN E,3.0,004; 005; 006,14,TYPE 4,Type 4 - New Combination
008816,ORIG,1,AP,1953-03-12,1953,STANDARD,STANDARD,NDA,NDA,EPIC PHARMA LLC,XYLOCAINE,LIDOCAINE HYDROCHLORIDE,1.0,001,12,TYPE 3,Type 3 - New Dosage Form
008819,ORIG,1,AP,1953-03-31,1953,,UNKNOWN,,UNKNOWN,,,,,,,,
008828,ORIG,1,AP,1955-09-07,1955,STANDARD,STANDARD,,UNKNOWN,,,,,,14,TYPE 4,Type 4 - New Combination
008834,ORIG,1,AP,1953-05-01,1953,,UNKNOWN,,UNKNOWN,,,,,,,,
008837,ORIG,1,AP,1953-03-02,1953,,UNKNOWN,,UNKNOWN,,,,,,,,
008845,ORIG,1,AP,1953-05-01,1953,STANDARD,STANDARD,NDA,NDA,HOSPIRA,QUELICIN PRESERVATIVE FREE; QUELICIN,SUCCINYLCHOLINE CHLORIDE,4.0,001; 002; 004; 006,15,TYPE 5,Type 5 - New Formulation or New Manufacturer
008847,ORIG,1,AP,1953-04-24,1953,STANDARD,STANDARD,NDA,NDA,APOTHECON,SUCOSTRIN,SUCCINYLCHOLINE CHLORIDE,2.0,001; 003,15,TYPE 5,Type 5 - New Formulation or New Manufacturer
008848,ORIG,1,AP,1953-04-09,1953,STANDARD,STANDARD,NDA,NDA,FOUGERA PHARMS,PAMINE; PAMINE FORTE,METHSCOPOLAMINE BROMIDE,2.0,001; 002,7,TYPE 1,Type 1 - New Molecular Entity
008851,ORIG,1,AP,1953-08-19,1953,,UNKNOWN,,UNKNOWN,,,,,,,,
008855,ORIG,1,AP,1953-09-08,1953,PRIORITY,PRIORITY,NDA,NDA,PARKE DAVIS,MILONTIN,PHENSUXIMIDE,1.0,004,7,TYPE 1,Type 1 - New Molecular Entity
008857,ORIG,1,AP,1956-08-20,1956,STANDARD,STANDARD,NDA,NDA,WYETH AYERST,PHENERGAN,PROMETHAZINE HYDROCHLORIDE,2.0,002; 003,12,TYPE 3,Type 3 - New Dosage Form
008883,ORIG,1,AP,1953-07-01,1953,STANDARD,STANDARD,NDA,NDA,APOTHECON,OPHTHAINE,PROPARACAINE HYDROCHLORIDE,1.0,001,7,TYPE 1,Type 1 - New Molecular Entity
008908,ORIG,1,AP,1953-05-05,1953,,UNKNOWN,,UNKNOWN,,,,,,,,
008917,ORIG,1,AP,1953-07-28,1953,STANDARD,STANDARD,NDA,NDA,PHARMACIA AND UPJOHN,CORTEF ACETATE,HYDROCORTISONE ACETATE,2.0,001; 002,15,TYPE 5,Type 5 - New Formulation or New Manufacturer
008922,ORIG,1,AP,1953-07-16,1953,PRIORITY,PRIORITY,NDA,NDA,BAUSCH,CALCIUM DISODIUM VERSENATE,EDETATE CALCIUM DISODIUM,2.0,001; 002,7,TYPE 1,Type 1 - New Molecular Entity
008943,ORIG,1,AP,1953-07-27,1953,PRIORITY,PRIORITY,NDA,NDA,TEVA BRANDED PHARM,DIAMOX,ACETAZOLAMIDE,2.0,001; 002,7,TYPE 1,Type 1 - New Molecular Entity
008951,ORIG,1,AP,1953-07-22,1953,STANDARD,STANDARD,NDA,NDA,LILLY,PAGITANE,CYCRIMINE HYDROCHLORIDE,2.0,001; 002,7,TYPE 1,Type 1 - New Molecular Entity
008961,ORIG,1,AP,1978-10-16,1978,STANDARD,STANDARD,,UNKNOWN,,,,,,12,TYPE 3,Type 3 - New Dosage Form
008975,ORIG,1,AP,1954-06-16,1954,STANDARD,STANDARD,NDA,NDA,ANI PHARMS,PURIFIED CORTROPHIN GEL,CORTICOTROPIN,2.0,001; 002,15,TYPE 5,Type 5 - New Formulation or New Manufacturer
008983,ORIG,1,AP,1954-04-26,1954,PRIORITY,PRIORITY,NDA,NDA,ROCHE,ARFONAD,TRIMETHAPHAN CAMSYLATE,1.0,001,7,TYPE 1,Type 1 - New Molecular Entity
008991,ORIG,1,AP,1957-08-08,1957,,UNKNOWN,,UNKNOWN,,,,,,,,
009000,ORIG,1,AP,1953-04-24,1953,PRIORITY,PRIORITY,NDA,NDA,NOVARTIS,CAFERGOT,CAFFEINE; ERGOTAMINE TARTRATE,1.0,002,14,TYPE 4,Type 4 - New Combination
009008,ORIG,1,AP,1953-04-30,1953,STANDARD,STANDARD,NDA,NDA,ORTHO MCNEIL PHARM,SALPIX,ACETRIZOATE SODIUM,1.0,001,14,TYPE 4,Type 4 - New Combination
009024,ORIG,1,AP,1953-05-11,1953,,UNKNOWN,,UNKNOWN,,,,,,,,
009038,ORIG,1,AP,1953-07-15,1953,,UNKNOWN,,UNKNOWN,,,,,,,,
009048,ORIG,1,AP,1954-12-03,1954,PRIORITY,PRIORITY,NDA,NDA,VALEANT PHARM INTL,8-MOP; OXSORALEN,METHOXSALEN,2.0,001; 002,7,TYPE 1,Type 1 - New Molecular Entity
009053,ORIG,1,AP,1953-09-11,1953,PRIORITY,PRIORITY,NDA,NDA,STASON PHARMS,PURINETHOL,MERCAPTOPURINE,1.0,002,7,TYPE 1,Type 1 - New Molecular Entity
009087,ORIG,1,AP,1953-11-05,1953,STANDARD,STANDARD,NDA,NDA,NOVARTIS,HYDERGINE,ERGOLOID MESYLATES,2.0,001; 002,7,TYPE 1,Type 1 - New Molecular Entity
009088,ORIG,1,AP,1953-09-28,1953,STANDARD,STANDARD,NDA,NDA,TEVA,NEOTHYLLINE,DYPHYLLINE,1.0,001,12,TYPE 3,Type 3 - New Dosage Form
009099,ORIG,1,AP,1954-01-08,1954,STANDARD,STANDARD,,UNKNOWN,,,,,,7,TYPE 1,Type 1 - New Molecular Entity
009102,ORIG,1,AP,1957-01-25,1957,PRIORITY,PRIORITY,NDA,NDA,GLAXOSMITHKLINE,ANTEPAR,PIPERAZINE CITRATE,2.0,001; 003,9,TYPE 2,Type 2 - New Active Ingredient
009112,ORIG,1,AP,1955-04-29,1955,STANDARD,STANDARD,NDA,NDA,JOURNEY,EURAX,CROTAMITON,1.0,003,12,TYPE 3,Type 3 - New Dosage Form
009115,ORIG,1,AP,1955-08-12,1955,PRIORITY,PRIORITY,NDA,NDA,NOVARTIS,SERPASIL,RESERPINE,4.0,001; 003; 004; 005,9,TYPE 2,Type 2 - New Active Ingredient
009127,ORIG,1,AP,1953-12-03,1953,STANDARD,STANDARD,NDA,NDA,PFIZER,CORTRIL,HYDROCORTISONE,2.0,003; 005,15,TYPE 5,Type 5 - New Formulation or New Manufacturer
009130,ORIG,1,AP,1966-07-22,1966,STANDARD,STANDARD,,UNKNOWN,,,,,,15,TYPE 5,Type 5 - New Formulation or New Manufacturer
009131,ORIG,1,AP,1953-11-27,1953,STANDARD,STANDARD,,UNKNOWN,,,,,,9,TYPE 2,Type 2 - New Active Ingredient
009149,ORIG,1,AP,1957-11-20,1957,PRIORITY,PRIORITY,NDA,NDA,GLAXOSMITHKLINE,THORAZINE,CHLORPROMAZINE HYDROCHLORIDE; CHLORPROMAZINE,11.0,002; 007; 011; 013; 018; 020; 022; 024; 032; 033; 043,7,TYPE 1,Type 1 - New Molecular Entity
009165,ORIG,1,AP,1953-12-24,1953,PRIORITY,PRIORITY,NDA,NDA,ENDO PHARMS,DELATESTRYL,TESTOSTERONE ENANTHATE,2.0,001; 003,9,TYPE 2,Type 2 - New Active Ingredient
009166,ORIG,1,AP,1953-12-22,1953,STANDARD,STANDARD,NDA,NDA,SANOFI AVENTIS US,HYDROXYSTILBAMIDINE ISETHIONATE,HYDROXYSTILBAMIDINE ISETHIONATE,1.0,001,12,TYPE 3,Type 3 - New Dosage Form
009170,ORIG,1,AP,1954-03-08,1954,PRIORITY,PRIORITY,NDA,NDA,VALEANT,MYSOLINE,PRIMIDONE,2.0,002; 003,7,TYPE 1,Type 1 - New Molecular Entity
009175,ORIG,1,AP,1953-12-23,1953,STANDARD,STANDARD,NDA,NDA,CASPER PHARMA LLC,FURADANTIN,NITROFURANTOIN,2.0,001; 002,12,TYPE 3,Type 3 - New Dosage Form
009176,ORIG,1,AP,1972-05-24,1972,STANDARD,STANDARD,NDA,NDA,PFIZER GLOBAL,CORTRIL,HYDROCORTISONE,2.0,001; 002,12,TYPE 3,Type 3 - New Dosage Form
009182,ORIG,1,AP,1953-12-04,1953,STANDARD,STANDARD,NDA,NDA,ROCHE,GANTRISIN; GANTRISIN PEDIATRIC; LIPO GANTRISIN,SULFISOXAZOLE ACETYL,3.0,002; 004; 009,9,TYPE 2,Type 2 - New Active Ingredient
009190,ORIG,1,AP,1954-03-31,1954,PRIORITY,PRIORITY,NDA,NDA,GUERBET,LIPIODOL,ETHIODIZED OIL,1.0,001,7,TYPE 1,Type 1 - New Molecular Entity
009193,ORIG,1,AP,1954-03-05,1954,PRIORITY,PRIORITY,NDA,NDA,MERCK,COGENTIN,BENZTROPINE MESYLATE,3.0,002; 003; 004,7,TYPE 1,Type 1 - New Molecular Entity
009205,ORIG,1,AP,1955-02-15,1955,STANDARD,STANDARD,,UNKNOWN,,,,,,7,TYPE 1,Type 1 - New Molecular Entity
009218,ORIG,1,AP,1954-06-08,1954,STANDARD,STANDARD,NDA,NDA,BRISTOL MYERS SQUIBB,COUMADIN,WARFARIN SODIUM,12.0,005; 007; 012; 013; 016; 018; 020; 022; 023; 024; 025; 026,7,TYPE 1,Type 1 - New Molecular Entity
009220,ORIG,1,AP,1954-03-11,1954,STANDARD,STANDARD,,UNKNOWN,,,,,,14,TYPE 4,Type 4 - New Combination
009238,ORIG,1,AP,1974-11-01,1974,STANDARD,STANDARD,NDA,NDA,LILLY,PROGESTERONE,PROGESTERONE,2.0,001; 002,15,TYPE 5,Type 5 - New Formulation or New Manufacturer
009276,ORIG,1,AP,1954-01-28,1954,STANDARD,STANDARD,NDA,NDA,BOWMAN PHARMS,HIWOLFIA,RAUWOLFIA SERPENTINA ROOT,3.0,003; 004; 005,15,TYPE 5,Type 5 - New Formulation or New Manufacturer
009277,ORIG,1,AP,1954-03-26,1954,STANDARD,STANDARD,,UNKNOWN,,,,,,15,TYPE 5,Type 5 - New Formulation or New Manufacturer
009296,ORIG,1,AP,1954-04-01,1954,STANDARD,STANDARD,NDA,NDA,NOVARTIS,SERPASIL-APRESOLINE,HYDRALAZINE HYDROCHLORIDE; RESERPINE,2.0,002; 004,14,TYPE 4,Type 4 - New Combination
009298,ORIG,1,AP,1954-04-13,1954,,UNKNOWN,,UNKNOWN,,,,,,,,
009300,ORIG,1,AP,1954-04-08,1954,STANDARD,STANDARD,,UNKNOWN,,,,,,15,TYPE 5,Type 5 - New Formulation or New Manufacturer
